"rules","support","confidence","lift","conviction","lhs","rhs"
"{cuisine=Seafood,atmosphere=Cafe/Garden Dining} => {price=$15-$30}",0.000560667193960813,0.903225806451613,1.59011362957951,4.46373184089066,"cuisine=Seafood,atmosphere=Cafe/Garden Dining","price=$15-$30"
"{cuisine=Italian,atmosphere=Cafe/Garden Dining} => {style=none}",0.000750893563340375,0.78125,1.56042216589677,2.28267066380421,"cuisine=Italian,atmosphere=Cafe/Garden Dining","style=none"
"{cuisine=Italian,atmosphere=Cafe/Garden Dining} => {price=$15-$30}",0.000800953134229733,0.833333333333333,1.46706912252872,2.59184429471071,"cuisine=Italian,atmosphere=Cafe/Garden Dining","price=$15-$30"
"{cuisine=American,atmosphere=Cafe/Garden Dining} => {style=none}",0.00133158458565693,0.836477987421384,1.67073125485702,3.05362073174771,"cuisine=American,atmosphere=Cafe/Garden Dining","style=none"
"{cuisine=American,atmosphere=Cafe/Garden Dining} => {price=$15-$30}",0.000991179503609295,0.622641509433962,1.09614975947429,1.14473123016389,"cuisine=American,atmosphere=Cafe/Garden Dining","price=$15-$30"
"{cuisine=French,atmosphere=Near-perfect Decor} => {price=$30-$50}",0.000931108018542065,0.543859649122807,2.18728591157782,1.64719939805291,"cuisine=French,atmosphere=Near-perfect Decor","price=$30-$50"
"{cuisine=American,atmosphere=Near-perfect Decor} => {price=$30-$50}",0.00167198966770457,0.830845771144279,3.3414820401716,4.44182871735011,"cuisine=American,atmosphere=Near-perfect Decor","price=$30-$50"
"{cuisine=German,atmosphere=Excellent Decor} => {price=$15-$30}",0.000550655279782942,0.932203389830508,1.64112817096433,6.37161722449715,"cuisine=German,atmosphere=Excellent Decor","price=$15-$30"
"{cuisine=German,atmosphere=Excellent Food} => {price=$15-$30}",0.000570679108138685,0.863636363636364,1.52041709062067,3.1678096935353,"cuisine=German,atmosphere=Excellent Food","price=$15-$30"
"{cuisine=German,atmosphere=Excellent Service} => {price=$15-$30}",0.000800953134229733,0.952380952380952,1.6766504257471,9.07145503148749,"cuisine=German,atmosphere=Excellent Service","price=$15-$30"
"{cuisine=Vietnamese,atmosphere=Excellent Service} => {style=none}",0.000590702936494428,0.936507936507937,1.8705251106115,7.86451377138794,"cuisine=Vietnamese,atmosphere=Excellent Service","style=none"
"{cuisine=Jewish,atmosphere=Fair Decor} => {price=below $15}",0.00054064336560507,0.72972972972973,4.54515684304909,3.10596109370151,"cuisine=Jewish,atmosphere=Fair Decor","price=below $15"
"{cuisine=Dim Sum,atmosphere=Extraordinary Food} => {style=none}",0.000550655279782942,1,1.99734037234787,NA,"cuisine=Dim Sum,atmosphere=Extraordinary Food","style=none"
"{cuisine=Dim Sum,atmosphere=Excellent Food} => {style=none}",0.000500595708893583,0.793650793650794,1.58519077170466,2.41985039119629,"cuisine=Dim Sum,atmosphere=Excellent Food","style=none"
"{cuisine=Dim Sum,atmosphere=Excellent Service} => {style=none}",0.000820976962585477,0.942528735632184,1.88255069577615,8.68841521410477,"cuisine=Dim Sum,atmosphere=Excellent Service","style=none"
"{cuisine=Dim Sum,atmosphere=Excellent Service} => {price=$15-$30}",0.000700833992451017,0.804597701149425,1.41648053209669,2.21069072195913,"cuisine=Dim Sum,atmosphere=Excellent Service","price=$15-$30"
"{cuisine=American,atmosphere=Pub Feel} => {price=$15-$30}",0.00289344319740491,0.81638418079096,1.43723042851118,2.3525971290451,"cuisine=American,atmosphere=Pub Feel","price=$15-$30"
"{cuisine=French,atmosphere=Need To Dress} => {price=$30-$50}",0.00167198966770457,0.632575757575758,2.54408291694883,2.04492252997562,"cuisine=French,atmosphere=Need To Dress","price=$30-$50"
"{cuisine=American,atmosphere=Need To Dress} => {price=$30-$50}",0.00175208498112754,0.806451612903226,3.24337401040415,3.88199624219488,"cuisine=American,atmosphere=Need To Dress","price=$30-$50"
"{cuisine=Italian,atmosphere=No Smoking Allowed} => {price=$15-$30}",0.000530631451427198,0.757142857142857,1.33293708846895,1.77871667284068,"cuisine=Italian,atmosphere=No Smoking Allowed","price=$15-$30"
"{cuisine=Italian,atmosphere=Little Known But Well Liked} => {style=none}",0.00100119141778717,0.900900900900901,1.79940574085394,5.03873609595418,"cuisine=Italian,atmosphere=Little Known But Well Liked","style=none"
"{cuisine=Italian,atmosphere=Little Known But Well Liked} => {price=$15-$30}",0.000760905477518247,0.684684684684685,1.20537571148305,1.36997484148994,"cuisine=Italian,atmosphere=Little Known But Well Liked","price=$15-$30"
"{cuisine=American,atmosphere=Little Known But Well Liked} => {style=none}",0.000830988876763348,0.549668874172185,1.09787583380711,1.10881566711445,"cuisine=American,atmosphere=Little Known But Well Liked","style=none"
"{cuisine=American,atmosphere=Little Known But Well Liked} => {price=$15-$30}",0.000740881649162503,0.490066225165563,0.862753232321523,0.84711794047904,"cuisine=American,atmosphere=Little Known But Well Liked","price=$15-$30"
"{cuisine=Italian,atmosphere=An Historic Spot} => {style=none}",0.000790941220051862,0.759615384615385,1.51721047514886,2.07723030406183,"cuisine=Italian,atmosphere=An Historic Spot","style=none"
"{cuisine=Italian,atmosphere=An Historic Spot} => {price=$15-$30}",0.000640762507383787,0.615384615384615,1.08337412125197,1.12313252770797,"cuisine=Italian,atmosphere=An Historic Spot","price=$15-$30"
"{cuisine=American,atmosphere=An Historic Spot} => {price=$15-$30}",0.00153182286921437,0.496753246753247,0.874525619793091,0.858374239538599,"cuisine=American,atmosphere=An Historic Spot","price=$15-$30"
"{cuisine=Hamburgers & Beer,atmosphere=Good Food} => {price=$15-$30}",0.000700833992451017,0.795454545454545,1.40038416241377,2.11187312902354,"cuisine=Hamburgers & Beer,atmosphere=Good Food","price=$15-$30"
"{cuisine=Hamburgers & Beer,atmosphere=Good Service} => {price=$15-$30}",0.000800953134229733,0.851063829787234,1.49828335917826,2.90039718693817,"cuisine=Hamburgers & Beer,atmosphere=Good Service","price=$15-$30"
"{cuisine=Hamburgers & Beer,atmosphere=Good Decor} => {price=$15-$30}",0.000530631451427198,1,1.76048294703446,NA,"cuisine=Hamburgers & Beer,atmosphere=Good Decor","price=$15-$30"
"{cuisine=Greek,atmosphere=Parking/Valet} => {price=$15-$30}",0.000530631451427198,1,1.76048294703446,NA,"cuisine=Greek,atmosphere=Parking/Valet","price=$15-$30"
"{cuisine=Greek,atmosphere=Good Decor} => {price=$15-$30}",0.0006007148506723,0.923076923076923,1.62506118187796,5.61566263853986,"cuisine=Greek,atmosphere=Good Decor","price=$15-$30"
"{cuisine=Greek,atmosphere=Excellent Decor} => {style=none}",0.000510607623071455,0.68,1.35819145319655,1.56041939908491,"cuisine=Greek,atmosphere=Excellent Decor","style=none"
"{cuisine=Greek,atmosphere=Excellent Decor} => {price=$15-$30}",0.000750893563340375,1,1.76048294703446,NA,"cuisine=Greek,atmosphere=Excellent Decor","price=$15-$30"
"{cuisine=Greek,atmosphere=Excellent Food} => {price=$15-$30}",0.000800953134229733,0.824742268041237,1.45194469858512,2.46479310379351,"cuisine=Greek,atmosphere=Excellent Food","price=$15-$30"
"{cuisine=Greek,atmosphere=Excellent Service} => {price=$15-$30}",0.00102121524614291,0.902654867256637,1.58910850086296,4.43755159548954,"cuisine=Greek,atmosphere=Excellent Service","price=$15-$30"
"{cuisine=Mexican,atmosphere=People Keep Coming Back} => {style=none}",0.00117139395881098,0.806896551724138,1.6116470590669,2.58583786134071,"cuisine=Mexican,atmosphere=People Keep Coming Back","style=none"
"{cuisine=Mexican,atmosphere=People Keep Coming Back} => {price=$15-$30}",0.0011313463020995,0.779310344827586,1.37196257251651,1.95738241006798,"cuisine=Mexican,atmosphere=People Keep Coming Back","price=$15-$30"
"{cuisine=American,atmosphere=People Keep Coming Back} => {price=$15-$30}",0.00250297854446792,0.656167979002625,1.15517253742419,1.25635200545137,"cuisine=American,atmosphere=People Keep Coming Back","price=$15-$30"
"{cuisine=Caribbean,atmosphere=Quirky} => {style=none}",0.000550655279782942,0.859375,1.71646438248645,3.55082103258433,"cuisine=Caribbean,atmosphere=Quirky","style=none"
"{cuisine=Caribbean,atmosphere=Quirky} => {price=$15-$30}",0.000520619537249327,0.8125,1.4303923944655,2.30386159529841,"cuisine=Caribbean,atmosphere=Quirky","price=$15-$30"
"{cuisine=Caribbean,atmosphere=Good Service} => {price=$15-$30}",0.000580691022316557,0.852941176470588,1.50158839599998,2.93742353400547,"cuisine=Caribbean,atmosphere=Good Service","price=$15-$30"
"{cuisine=Caribbean,atmosphere=Good Decor} => {style=none}",0.000570679108138685,0.850746268656716,1.69922986901237,3.34553919163805,"cuisine=Caribbean,atmosphere=Good Decor","style=none"
"{cuisine=Caribbean,atmosphere=Excellent Food} => {style=none}",0.00072085782080676,0.837209302325581,1.67219193964008,3.06733870448691,"cuisine=Caribbean,atmosphere=Excellent Food","style=none"
"{cuisine=Caribbean,atmosphere=Excellent Service} => {style=none}",0.0006007148506723,0.789473684210526,1.5768476623799,2.37183748660907,"cuisine=Caribbean,atmosphere=Excellent Service","style=none"
"{cuisine=Creole,atmosphere=Good Decor} => {price=below $15}",0.000580691022316557,0.630434782608696,3.92669347229603,2.27145008442399,"cuisine=Creole,atmosphere=Good Decor","price=below $15"
"{cuisine=Creole,atmosphere=Excellent Decor} => {price=$15-$30}",0.000520619537249327,0.962962962962963,1.69527987492207,11.6632993261982,"cuisine=Creole,atmosphere=Excellent Decor","price=$15-$30"
"{cuisine=Indian,atmosphere=Extraordinary Food} => {style=none}",0.000590702936494428,0.867647058823529,1.73298649953712,3.77274734712085,"cuisine=Indian,atmosphere=Extraordinary Food","style=none"
"{cuisine=Indian,atmosphere=Parking/Valet} => {style=none}",0.000610726764850172,0.871428571428571,1.74053946733172,3.88371050438911,"cuisine=Indian,atmosphere=Parking/Valet","style=none"
"{cuisine=Indian,atmosphere=Good Decor} => {style=none}",0.00072085782080676,0.867469879518072,1.73263261215719,3.76770356724502,"cuisine=Indian,atmosphere=Good Decor","style=none"
"{cuisine=Indian,atmosphere=Good Decor} => {price=$15-$30}",0.000730869734984632,0.879518072289157,1.54837656787368,3.58538460768314,"cuisine=Indian,atmosphere=Good Decor","price=$15-$30"
"{cuisine=Indian,atmosphere=Excellent Decor} => {style=none}",0.000530631451427198,0.883333333333333,1.76431732890729,4.2800074946329,"cuisine=Indian,atmosphere=Excellent Decor","style=none"
"{cuisine=Indian,atmosphere=Wheelchair Access} => {style=none}",0.000650774421561658,0.89041095890411,1.77845375620016,4.55642464532795,"cuisine=Indian,atmosphere=Wheelchair Access","style=none"
"{cuisine=Indian,atmosphere=Excellent Food} => {style=none}",0.000730869734984632,0.848837209302326,1.69541682769063,3.30328783560129,"cuisine=Indian,atmosphere=Excellent Food","style=none"
"{cuisine=Indian,atmosphere=Excellent Food} => {price=$15-$30}",0.000670798249917402,0.779069767441861,1.3715390401315,1.95525095916773,"cuisine=Indian,atmosphere=Excellent Food","price=$15-$30"
"{cuisine=Indian,atmosphere=Excellent Service} => {style=none}",0.00115137013045524,0.92741935483871,1.85237211951617,6.87971575063213,"cuisine=Indian,atmosphere=Excellent Service","style=none"
"{cuisine=Indian,atmosphere=Excellent Service} => {price=$15-$30}",0.000911084190186322,0.733870967741935,1.29196732403335,1.62317521486933,"cuisine=Indian,atmosphere=Excellent Service","price=$15-$30"
"{cuisine=Coffee and Dessert,atmosphere=For the Young and Young at Heart} => {price=$15-$30}",0.000650774421561658,0.970149253731343,1.70793121727224,14.4711306454681,"cuisine=Coffee and Dessert,atmosphere=For the Young and Young at Heart","price=$15-$30"
"{cuisine=Coffee and Dessert,atmosphere=Good Service} => {price=$15-$30}",0.000730869734984632,0.715686274509804,1.25995348170113,1.51935700034765,"cuisine=Coffee and Dessert,atmosphere=Good Service","price=$15-$30"
"{cuisine=Coffee and Dessert,atmosphere=Good Decor} => {price=$15-$30}",0.00066078633573953,0.767441860465116,1.35106830818924,1.85748841120934,"cuisine=Coffee and Dessert,atmosphere=Good Decor","price=$15-$30"
"{cuisine=Coffee and Dessert,atmosphere=Excellent Food} => {price=$15-$30}",0.000590702936494428,0.686046511627907,1.20777318459341,1.37591734163655,"cuisine=Coffee and Dessert,atmosphere=Excellent Food","price=$15-$30"
"{cuisine=Seafood,atmosphere=Health Conscious Menus} => {price=$15-$30}",0.000590702936494428,0.5,0.880241473517229,0.863948098236902,"cuisine=Seafood,atmosphere=Health Conscious Menus","price=$15-$30"
"{cuisine=Italian,atmosphere=Health Conscious Menus} => {price=$15-$30}",0.000570679108138685,0.606382978723404,1.06752689341451,1.09744758424688,"cuisine=Italian,atmosphere=Health Conscious Menus","price=$15-$30"
"{cuisine=Spanish,atmosphere=Parking/Valet} => {price=$15-$30}",0.000510607623071455,0.879310344827586,1.54801086721995,3.57921354983859,"cuisine=Spanish,atmosphere=Parking/Valet","price=$15-$30"
"{cuisine=Spanish,atmosphere=Good Decor} => {style=none}",0.000560667193960813,0.682926829268293,1.36403732745708,1.57482327046108,"cuisine=Spanish,atmosphere=Good Decor","style=none"
"{cuisine=Spanish,atmosphere=Good Decor} => {price=$15-$30}",0.000730869734984632,0.890243902439024,1.56725920894531,3.93576355863477,"cuisine=Spanish,atmosphere=Good Decor","price=$15-$30"
"{cuisine=Spanish,atmosphere=Wheelchair Access} => {price=$15-$30}",0.000650774421561658,0.89041095890411,1.56755330900328,3.94176319820587,"cuisine=Spanish,atmosphere=Wheelchair Access","price=$15-$30"
"{cuisine=Spanish,atmosphere=Excellent Food} => {style=none}",0.000740881649162503,0.587301587301587,1.17304117106145,1.20992519559815,"cuisine=Spanish,atmosphere=Excellent Food","style=none"
"{cuisine=Spanish,atmosphere=Excellent Food} => {price=$15-$30}",0.000931108018542065,0.738095238095238,1.299404079954,1.64935546027045,"cuisine=Spanish,atmosphere=Excellent Food","price=$15-$30"
"{cuisine=Spanish,atmosphere=Excellent Service} => {style=none}",0.00078092930587399,0.604651162790698,1.20769417862895,1.26302181949461,"cuisine=Spanish,atmosphere=Excellent Service","style=none"
"{cuisine=Spanish,atmosphere=Excellent Service} => {price=$15-$30}",0.00102121524614291,0.790697674418605,1.39200977207376,2.06387601245482,"cuisine=Spanish,atmosphere=Excellent Service","price=$15-$30"
"{cuisine=Fountain and Ice Cream,atmosphere=Quiet for Conversation} => {price=$30-$50}",0.0006007148506723,0.923076923076923,3.71241579037029,9.76760344810325,"cuisine=Fountain and Ice Cream,atmosphere=Quiet for Conversation","price=$30-$50"
"{cuisine=Italian,atmosphere=Quiet for Conversation} => {price=$30-$50}",0.00066078633573953,0.496240601503759,1.99577239858252,1.49149398231657,"cuisine=Italian,atmosphere=Quiet for Conversation","price=$30-$50"
"{cuisine=Italian,atmosphere=Quiet for Conversation} => {style=none}",0.00072085782080676,0.541353383458647,1.08126696848907,1.08871228893531,"cuisine=Italian,atmosphere=Quiet for Conversation","style=none"
"{cuisine=American,atmosphere=Quiet for Conversation} => {price=$30-$50}",0.00284338362651555,0.778082191780822,3.12927833288747,3.38573148960844,"cuisine=American,atmosphere=Quiet for Conversation","price=$30-$50"
"{cuisine=Seafood,atmosphere=Very Busy - Reservations a Must} => {style=none}",0.000570679108138685,0.581632653061224,1.16171837983499,1.19353054525129,"cuisine=Seafood,atmosphere=Very Busy - Reservations a Must","style=none"
"{cuisine=Seafood,atmosphere=Very Busy - Reservations a Must} => {price=$15-$30}",0.000570679108138685,0.581632653061224,1.0239543671527,1.03252333691727,"cuisine=Seafood,atmosphere=Very Busy - Reservations a Must","price=$15-$30"
"{cuisine=French,atmosphere=Very Busy - Reservations a Must} => {price=$30-$50}",0.00115137013045524,0.534883720930233,2.15118666922619,1.615411339494,"cuisine=French,atmosphere=Very Busy - Reservations a Must","price=$30-$50"
"{cuisine=French,atmosphere=Very Busy - Reservations a Must} => {style=none}",0.00128152501476757,0.595348837209302,1.1891142681885,1.23398683513841,"cuisine=French,atmosphere=Very Busy - Reservations a Must","style=none"
"{cuisine=Italian,atmosphere=Very Busy - Reservations a Must} => {style=none}",0.00165196583934883,0.578947368421053,1.15635495241193,1.18591874330453,"cuisine=Italian,atmosphere=Very Busy - Reservations a Must","style=none"
"{cuisine=Italian,atmosphere=Very Busy - Reservations a Must} => {price=$15-$30}",0.00183218029455052,0.642105263157895,1.13041536599055,1.20698631371332,"cuisine=Italian,atmosphere=Very Busy - Reservations a Must","price=$15-$30"
"{cuisine=American,atmosphere=Very Busy - Reservations a Must} => {price=$30-$50}",0.00157187052592585,0.685589519650655,2.7572928050021,2.38972349317911,"cuisine=American,atmosphere=Very Busy - Reservations a Must","price=$30-$50"
"{cuisine=Thai,atmosphere=Extraordinary Food} => {style=none}",0.00103122716032078,0.962616822429907,1.92267344254047,13.3571900561668,"cuisine=Thai,atmosphere=Extraordinary Food","style=none"
"{cuisine=Thai,atmosphere=Extraordinary Food} => {price=$15-$30}",0.00100119141778717,0.934579439252336,1.64531116545276,6.60303189366773,"cuisine=Thai,atmosphere=Extraordinary Food","price=$15-$30"
"{cuisine=Thai,atmosphere=Good Decor} => {style=none}",0.000971155675253552,0.763779527559055,1.52552768596648,2.11384814596036,"cuisine=Thai,atmosphere=Good Decor","style=none"
"{cuisine=Thai,atmosphere=Good Decor} => {price=$15-$30}",0.000971155675253552,0.763779527559055,1.34462083356175,1.82869014126811,"cuisine=Thai,atmosphere=Good Decor","price=$15-$30"
"{cuisine=Thai,atmosphere=Excellent Decor} => {style=none}",0.000580691022316557,0.852941176470588,1.7036138470026,3.39547261240877,"cuisine=Thai,atmosphere=Excellent Decor","style=none"
"{cuisine=Thai,atmosphere=Excellent Decor} => {price=$15-$30}",0.000620738679028043,0.911764705882353,1.60514621641377,4.89570589000911,"cuisine=Thai,atmosphere=Excellent Decor","price=$15-$30"
"{cuisine=Thai,atmosphere=Wheelchair Access} => {style=none}",0.00054064336560507,0.830769230769231,1.65932892471977,2.95061122736056,"cuisine=Thai,atmosphere=Wheelchair Access","style=none"
"{cuisine=Thai,atmosphere=Excellent Food} => {style=none}",0.000680810164095273,0.607142857142857,1.21267094035406,1.27103252870916,"cuisine=Thai,atmosphere=Excellent Food","style=none"
"{cuisine=Thai,atmosphere=Excellent Food} => {price=$15-$30}",0.000710845906628888,0.633928571428571,1.11602043963792,1.1800266707626,"cuisine=Thai,atmosphere=Excellent Food","price=$15-$30"
"{cuisine=Thai,atmosphere=Excellent Service} => {style=none}",0.00142169181325778,0.806818181818182,1.61149052768976,2.58478883989594,"cuisine=Thai,atmosphere=Excellent Service","style=none"
"{cuisine=Thai,atmosphere=Excellent Service} => {price=$15-$30}",0.00138164415654629,0.784090909090909,1.38037867437929,2.00072191170651,"cuisine=Thai,atmosphere=Excellent Service","price=$15-$30"
"{cuisine=Mexican,atmosphere=Creative} => {style=none}",0.000560667193960813,0.615384615384615,1.22913253682946,1.29826894003865,"cuisine=Mexican,atmosphere=Creative","style=none"
"{cuisine=Mexican,atmosphere=Creative} => {price=$15-$30}",0.000510607623071455,0.56043956043956,0.986644288997334,0.982740961744476,"cuisine=Mexican,atmosphere=Creative","price=$15-$30"
"{cuisine=Italian,atmosphere=Creative} => {style=none}",0.000820976962585477,0.645669291338583,1.28962134277579,1.40923209730691,"cuisine=Italian,atmosphere=Creative","style=none"
"{cuisine=Italian,atmosphere=Creative} => {price=$15-$30}",0.000851012705119092,0.669291338582677,1.17827598817267,1.30620724376294,"cuisine=Italian,atmosphere=Creative","price=$15-$30"
"{cuisine=American,atmosphere=Creative} => {style=none}",0.00169201349606031,0.554098360655738,1.10672302598948,1.11983039228447,"cuisine=American,atmosphere=Creative","style=none"
"{cuisine=Vegetarian,atmosphere=Good Food} => {price=below $15}",0.000500595708893583,0.666666666666667,4.15236551093373,2.51834683273095,"cuisine=Vegetarian,atmosphere=Good Food","price=below $15"
"{cuisine=Vegetarian,atmosphere=Good Service} => {price=below $15}",0.000570679108138685,0.730769230769231,4.55163142544659,3.11795322147641,"cuisine=Vegetarian,atmosphere=Good Service","price=below $15"
"{cuisine=Vegetarian,atmosphere=Parking/Valet} => {price=below $15}",0.000530631451427198,0.726027397260274,4.52209668656482,3.06398864648932,"cuisine=Vegetarian,atmosphere=Parking/Valet","price=below $15"
"{cuisine=Vegetarian,atmosphere=Wheelchair Access} => {price=below $15}",0.000690822078273145,0.741935483870968,4.62118097184561,3.25286465894414,"cuisine=Vegetarian,atmosphere=Wheelchair Access","price=below $15"
"{cuisine=Vegetarian,atmosphere=Excellent Food} => {price=below $15}",0.000500595708893583,0.581395348837209,3.62124899209337,2.00535025569316,"cuisine=Vegetarian,atmosphere=Excellent Food","price=below $15"
"{cuisine=Seafood,atmosphere=Classic Hotel Dining} => {price=$15-$30}",0.000630750593205915,0.65625,1.15531693399136,1.25665177925368,"cuisine=Seafood,atmosphere=Classic Hotel Dining","price=$15-$30"
"{cuisine=French,atmosphere=Classic Hotel Dining} => {price=$30-$50}",0.0016619777535267,0.71551724137931,2.8776556306103,2.64112354307687,"cuisine=French,atmosphere=Classic Hotel Dining","price=$30-$50"
"{cuisine=American,atmosphere=Classic Hotel Dining} => {price=$30-$50}",0.00395470610025931,0.650741350906096,2.61714100542991,2.15128276233624,"cuisine=American,atmosphere=Classic Hotel Dining","price=$30-$50"
"{cuisine=Cajun,atmosphere=Good Decor} => {price=below $15}",0.00066078633573953,0.628571428571429,3.91508748173752,2.26005484988675,"cuisine=Cajun,atmosphere=Good Decor","price=below $15"
"{cuisine=Cajun,atmosphere=Excellent Decor} => {style=none}",0.000620738679028043,0.738095238095238,1.47422741768533,1.90654879306375,"cuisine=Cajun,atmosphere=Excellent Decor","style=none"
"{cuisine=Cajun,atmosphere=Excellent Decor} => {price=$15-$30}",0.000770917391696118,0.916666666666667,1.61377603478159,5.18368858942141,"cuisine=Cajun,atmosphere=Excellent Decor","price=$15-$30"
"{cuisine=Cajun,atmosphere=Wheelchair Access} => {style=none}",0.000550655279782942,0.808823529411765,1.61549588939901,2.61190200954521,"cuisine=Cajun,atmosphere=Wheelchair Access","style=none"
"{cuisine=Cajun,atmosphere=Excellent Food} => {style=none}",0.000580691022316557,0.707317073170732,1.41275294629484,1.7060585429995,"cuisine=Cajun,atmosphere=Excellent Food","style=none"
"{cuisine=Cajun,atmosphere=Excellent Food} => {price=$15-$30}",0.000520619537249327,0.634146341463415,1.11640382007063,1.18072906759043,"cuisine=Cajun,atmosphere=Excellent Food","price=$15-$30"
"{cuisine=Cajun,atmosphere=Excellent Service} => {style=none}",0.000650774421561658,0.607476635514019,1.2133376093702,1.27211333868256,"cuisine=Cajun,atmosphere=Excellent Service","style=none"
"{cuisine=Cajun,atmosphere=Excellent Service} => {price=$15-$30}",0.00066078633573953,0.616822429906542,1.08590536919882,1.12734690867498,"cuisine=Cajun,atmosphere=Excellent Service","price=$15-$30"
"{cuisine=Bar-B-Q,atmosphere=Fair Decor} => {price=below $15}",0.000650774421561658,0.802469135802469,4.99821774464246,4.24971028023348,"cuisine=Bar-B-Q,atmosphere=Fair Decor","price=below $15"
"{cuisine=Wine and Beer,atmosphere=Fair Decor} => {price=below $15}",0.000590702936494428,0.921875,5.74194293308805,10.7449464863187,"cuisine=Wine and Beer,atmosphere=Fair Decor","price=below $15"
"{cuisine=Chinese,atmosphere=Fair Decor} => {price=below $15}",0.000620738679028043,0.62,3.86169992516837,2.20907616906224,"cuisine=Chinese,atmosphere=Fair Decor","price=below $15"
"{cuisine=Chinese,atmosphere=Fair Decor} => {style=none}",0.000800953134229733,0.8,1.5978722978783,2.49667103853586,"cuisine=Chinese,atmosphere=Fair Decor","style=none"
"{cuisine=Mexican,atmosphere=Fair Decor} => {price=below $15}",0.0011313463020995,0.856060606060606,5.33201480381263,5.83196108632431,"cuisine=Mexican,atmosphere=Fair Decor","price=below $15"
"{cuisine=Mexican,atmosphere=Fair Decor} => {style=none}",0.000750893563340375,0.568181818181818,1.13485248428856,1.15635290205871,"cuisine=Mexican,atmosphere=Fair Decor","style=none"
"{cuisine=Italian,atmosphere=Fair Decor} => {price=below $15}",0.000670798249917402,0.609090909090909,3.79375212589855,2.14742753178608,"cuisine=Italian,atmosphere=Fair Decor","price=below $15"
"{cuisine=American,atmosphere=Fair Decor} => {price=below $15}",0.00153182286921437,0.859550561797753,5.35375216156905,5.97687648301479,"cuisine=American,atmosphere=Fair Decor","price=below $15"
"{cuisine=Italian,atmosphere=Fair Decor} => {style=none}",0.000700833992451017,0.636363636363636,1.27103478240319,1.37316907119472,"cuisine=Italian,atmosphere=Fair Decor","style=none"
"{cuisine=Mediterranean,atmosphere=Good Decor} => {price=$15-$30}",0.000510607623071455,0.796875,1.40288484841808,2.12664147258314,"cuisine=Mediterranean,atmosphere=Good Decor","price=$15-$30"
