"rules","support","confidence","lift","conviction","lhs","rhs"
"{atmosphere=Near-perfect Decor} => {price=$30-$50}",0.00335399124958701,0.703781512605042,2.83045706706278,2.53648622002027,"atmosphere=Near-perfect Decor","price=$30-$50"
"{cuisine=German} => {price=$15-$30}",0.00448533755168651,0.916155419222904,1.61287599237513,5.15208073216885,"cuisine=German","price=$15-$30"
"{cuisine=Pacific New Wave} => {price=$30-$50}",0.00328390785034191,0.622390891840607,2.50312158920603,1.98976691810994,"cuisine=Pacific New Wave","price=$30-$50"
"{cuisine=Pacific New Wave} => {style=none}",0.00315375296602958,0.597722960151803,1.19385619979047,1.24126946915887,"cuisine=Pacific New Wave","style=none"
"{cuisine=Vietnamese} => {style=none}",0.0046655520068882,0.869402985074627,1.73649368192931,3.82347336187206,"cuisine=Vietnamese","style=none"
"{cuisine=Vietnamese} => {price=$15-$30}",0.00290345511158278,0.541044776119403,0.952500101940285,0.941211749298739,"cuisine=Vietnamese","price=$15-$30"
"{cuisine=Jewish} => {price=below $15}",0.00322383636527468,0.566901408450704,3.53097278482569,1.93823983874144,"cuisine=Jewish","price=below $15"
"{cuisine=Dim Sum} => {style=none}",0.00511608814489242,0.840460526315789,1.67868574057527,3.1298474050099,"cuisine=Dim Sum","style=none"
"{cuisine=Dim Sum} => {price=$15-$30}",0.00437520649572992,0.71875,1.26534711818102,1.53590773019894,"cuisine=Dim Sum","price=$15-$30"
"{atmosphere=Pub Feel} => {price=$15-$30}",0.00481573071955627,0.788524590163934,1.38818409430094,2.04266798420353,"atmosphere=Pub Feel","price=$15-$30"
"{atmosphere=Need To Dress} => {price=$30-$50}",0.00441525415244141,0.709003215434084,2.85145762676753,2.58200142147056,"atmosphere=Need To Dress","price=$30-$50"
"{atmosphere=Little Known But Well Liked} => {style=none}",0.00432514692484056,0.687898089171974,1.37396662556414,1.59990756346992,"atmosphere=Little Known But Well Liked","style=none"
"{atmosphere=Little Known But Well Liked} => {price=$15-$30}",0.00382455121594698,0.60828025477707,1.07086701555281,1.10276301970076,"atmosphere=Little Known But Well Liked","price=$15-$30"
"{atmosphere=An Historic Spot} => {price=$15-$30}",0.00337401507794275,0.520865533230294,0.916974888949942,0.901571644450444,"atmosphere=An Historic Spot","price=$15-$30"
"{cuisine=Hamburgers & Beer} => {price=$15-$30}",0.00502598091729158,0.734992679355783,1.29394207820102,1.63004572125913,"cuisine=Hamburgers & Beer","price=$15-$30"
"{cuisine=Tapas} => {style=none}",0.00392467035772569,0.568115942028986,1.13472090718894,1.15617652120117,"cuisine=Tapas","style=none"
"{cuisine=Tapas} => {price=$15-$30}",0.00562669576796388,0.814492753623188,1.43390060323676,2.32861010852915,"cuisine=Tapas","price=$15-$30"
"{cuisine=Greek} => {style=none}",0.003744455902524,0.498666666666667,0.996007065677472,0.996012382394624,"cuisine=Greek","style=none"
"{cuisine=Greek} => {price=$15-$30}",0.00657782761486169,0.876,1.54218306160219,3.48366168643912,"cuisine=Greek","price=$15-$30"
"{atmosphere=People Keep Coming Back} => {price=$15-$30}",0.00538640982769496,0.659313725490196,1.16071057047125,1.26795260460668,"atmosphere=People Keep Coming Back","price=$15-$30"
"{cuisine=Caribbean} => {style=none}",0.00622741061863618,0.710857142857143,1.41982367040043,1.72694637052876,"cuisine=Caribbean","style=none"
"{cuisine=Caribbean} => {price=$15-$30}",0.00673801824170763,0.769142857142857,1.35406288383336,1.87117471771606,"cuisine=Caribbean","price=$15-$30"
"{cuisine=Creole} => {price=$15-$30}",0.00444528989497502,0.501694915254237,0.883225342918983,0.866886697210497,"cuisine=Creole","price=$15-$30"
"{cuisine=Indian} => {style=none}",0.00748891180504801,0.827433628318584,1.65266659127899,2.89357771645694,"cuisine=Indian","style=none"
"{cuisine=Indian} => {price=$15-$30}",0.00632752976041489,0.699115044247788,1.23078011341347,1.43567845736426,"cuisine=Indian","price=$15-$30"
"{cuisine=Coffee and Dessert} => {price=$15-$30}",0.00633754167459277,0.68804347826087,1.21128881029653,1.38472517487448,"cuisine=Coffee and Dessert","price=$15-$30"
"{cuisine=Spanish} => {style=none}",0.00668795867081827,0.658777120315582,1.31580213878538,1.46336672432102,"cuisine=Spanish","style=none"
"{cuisine=Spanish} => {price=$15-$30}",0.00806960282736456,0.794871794871795,1.39935823995047,2.10587348945245,"cuisine=Spanish","price=$15-$30"
"{atmosphere=Quiet for Conversation} => {price=$30-$50}",0.00610726764850172,0.577105014191107,2.32099158133368,1.77669193678285,"atmosphere=Quiet for Conversation","price=$30-$50"
"{atmosphere=Very Busy - Reservations a Must} => {style=none}",0.0055466004545409,0.522641509433962,1.04389298705728,1.0460360872917,"atmosphere=Very Busy - Reservations a Must","style=none"
"{cuisine=Thai} => {style=none}",0.00850011513701305,0.785383903792784,1.5686789788375,2.32663913160109,"cuisine=Thai","style=none"
"{cuisine=Thai} => {price=$15-$30}",0.00858021045043602,0.792784458834413,1.39568352045192,2.08466047811181,"cuisine=Thai","price=$15-$30"
"{atmosphere=Creative} => {style=none}",0.00612729147685746,0.56043956043956,1.11938856032683,1.13598532253382,"atmosphere=Creative","style=none"
"{atmosphere=Creative} => {price=$15-$30}",0.00539642174187283,0.493589743589744,0.868956326420855,0.853012046360485,"atmosphere=Creative","price=$15-$30"
"{cuisine=Vegetarian} => {price=below $15}",0.00644767273054935,0.575,3.58141525318034,1.97517398645565,"cuisine=Vegetarian","price=below $15"
"{atmosphere=Classic Hotel Dining} => {price=$30-$50}",0.00739880457744716,0.61686143572621,2.48088331233218,1.96105060010519,"atmosphere=Classic Hotel Dining","price=$30-$50"
"{cuisine=Cajun} => {style=none}",0.00663789909992892,0.546578730420445,1.0917037649354,1.10125889808873,"cuisine=Cajun","style=none"
"{cuisine=Cajun} => {price=$15-$30}",0.00691823269690932,0.569661995053586,1.00288022786547,1.00380176548023,"cuisine=Cajun","price=$15-$30"
"{atmosphere=Fair Decor} => {price=below $15}",0.00946125889808873,0.758426966292135,4.72389896609034,3.4749281877993,"atmosphere=Fair Decor","price=below $15"
"{atmosphere=Fair Decor} => {style=none}",0.0061473153052132,0.492776886035313,0.984243169038197,0.984446871523949,"atmosphere=Fair Decor","style=none"
"{cuisine=Mediterranean} => {price=$15-$30}",0.00790941220051862,0.631494804156675,1.11173583385869,1.17223326561211,"cuisine=Mediterranean","price=$15-$30"
"{atmosphere=Up and Coming} => {style=none}",0.00818974579749902,0.583452211126961,1.16535265661951,1.19874410822852,"atmosphere=Up and Coming","style=none"
"{atmosphere=Up and Coming} => {price=$15-$30}",0.0106526766852555,0.758915834522111,1.3360583849106,1.79179768302979,"atmosphere=Up and Coming","price=$15-$30"
"{atmosphere=Quirky} => {style=none}",0.00824981728256625,0.565157750342936,1.12881239150524,1.14831115904898,"atmosphere=Quirky","style=none"
"{atmosphere=Quirky} => {price=$15-$30}",0.00922097295781981,0.631687242798354,1.11207461880572,1.17284574229926,"atmosphere=Quirky","price=$15-$30"
"{atmosphere=Singles Scene} => {style=none}",0.00752895946175949,0.513310580204778,1.02525594539631,1.0259812262146,"atmosphere=Singles Scene","style=none"
"{atmosphere=Singles Scene} => {price=$15-$30}",0.00977162823760275,0.666211604095563,1.17285416812671,1.29415538232828,"atmosphere=Singles Scene","price=$15-$30"
"{atmosphere=Fabulous Wine Lists} => {price=$30-$50}",0.0106827124277891,0.714190093708166,2.87231812964225,2.6288595841229,"atmosphere=Fabulous Wine Lists","price=$30-$50"
"{atmosphere=Place for Singles} => {style=none}",0.00807961474154244,0.526075619295958,1.05075207332773,1.05361578352517,"atmosphere=Place for Singles","style=none"
"{atmosphere=Place for Singles} => {price=$15-$30}",0.0123146544387822,0.801825293350717,1.41159975544484,2.17976378732797,"atmosphere=Place for Singles","price=$15-$30"
"{cuisine=Japanese} => {style=none}",0.0135661437110161,0.833846153846154,1.66547458740392,3.00525217601538,"cuisine=Japanese","style=none"
"{cuisine=Japanese} => {price=$15-$30}",0.0119542255283788,0.734769230769231,1.29354870077486,1.62867245897328,"cuisine=Japanese","price=$15-$30"
"{atmosphere=Relaxed Senior Scene} => {style=none}",0.00834993642434497,0.505148394912174,1.00895328318481,1.00905847848781,"atmosphere=Relaxed Senior Scene","style=none"
"{atmosphere=Relaxed Senior Scene} => {price=$15-$30}",0.00891060361830578,0.539067231980618,0.949018669206946,0.937173659782605,"atmosphere=Relaxed Senior Scene","price=$15-$30"
"{atmosphere=Good Out of Town Business} => {price=$30-$50}",0.0114836655620188,0.663005780346821,2.66646588873851,2.22957566502423,"atmosphere=Good Out of Town Business","price=$30-$50"
"{atmosphere=Great for People Watching} => {price=$15-$30}",0.0100419499204053,0.543336944745395,0.956535425718072,0.945936055364959,"atmosphere=Great for People Watching","price=$15-$30"
"{cuisine=Bar-B-Q} => {price=$15-$30}",0.0116538681030426,0.628509719222462,1.10648064273656,1.16281386477816,"cuisine=Bar-B-Q","price=$15-$30"
"{atmosphere=Romantic} => {price=$30-$50}",0.0109430221964137,0.576476793248945,2.3184650125427,1.77405653200534,"atmosphere=Romantic","price=$30-$50"
"{atmosphere=Romantic} => {style=none}",0.00963146143911254,0.507383966244726,1.01341848006258,1.01363774926424,"atmosphere=Romantic","style=none"
"{atmosphere=For the Young and Young at Heart} => {price=$15-$30}",0.0144071445019573,0.665895418787598,1.17229752928394,1.29293063731991,"atmosphere=For the Young and Young at Heart","price=$15-$30"
"{atmosphere=Warm spots by the fire} => {price=$15-$30}",0.0124147735805609,0.570114942528736,1.00367763417137,1.00485941907233,"atmosphere=Warm spots by the fire","price=$15-$30"
"{atmosphere=Business Scene} => {price=$30-$50}",0.0119141778716673,0.542635658914729,2.18236328762078,1.64279119270576,"atmosphere=Business Scene","price=$30-$50"
"{atmosphere=Hip Place To Be} => {price=$15-$30}",0.0112033319650384,0.50679347826087,0.892201276146539,0.875848209782865,"atmosphere=Hip Place To Be","price=$15-$30"
"{atmosphere=No Reservations} => {price=$15-$30}",0.0136162032819055,0.614272809394761,1.08141680576642,1.11989525146165,"atmosphere=No Reservations","price=$15-$30"
"{atmosphere=Good for Younger Kids} => {price=$15-$30}",0.0148676925541394,0.590692124105012,1.03990341143444,1.05537683137394,"atmosphere=Good for Younger Kids","price=$15-$30"
"{atmosphere=Extraordinary Service} => {price=$30-$50}",0.0167899800762908,0.664684898929845,2.67321894060849,2.24074045277,"atmosphere=Extraordinary Service","price=$30-$50"
"{atmosphere=Extraordinary Decor} => {price=$30-$50}",0.0175108378970975,0.625089349535382,2.51397420257473,2.0040884687096,"atmosphere=Extraordinary Decor","price=$30-$50"
"{cuisine=Chinese} => {style=none}",0.0248295471611217,0.789055042952593,1.5760114932939,2.36713033910051,"cuisine=Chinese","style=none"
"{cuisine=Chinese} => {price=$15-$30}",0.0184319340014617,0.585746102449889,1.03119602465493,1.04277606480744,"cuisine=Chinese","price=$15-$30"
"{atmosphere=Good Food} => {style=none}",0.0187823509976872,0.550631053712944,1.09979763384931,1.11118984040388,"atmosphere=Good Food","style=none"
"{atmosphere=Good Food} => {price=$15-$30}",0.0260409887766442,0.763428235984737,1.34400239073573,1.82597467164586,"atmosphere=Good Food","price=$15-$30"
"{atmosphere=Extraordinary Food} => {style=none}",0.0250998688439243,0.541936878512754,1.08243240671771,1.09009912451787,"atmosphere=Extraordinary Food","style=none"
"{atmosphere=Good Service} => {style=none}",0.024499153993252,0.527143472641103,1.05288493992573,1.05599516727867,"atmosphere=Good Service","style=none"
"{atmosphere=Good Service} => {price=$15-$30}",0.0302359808171724,0.650581645842309,1.145337893159,1.23626605179276,"atmosphere=Good Service","price=$15-$30"
"{cuisine=Mexican} => {style=none}",0.0327089236191067,0.68133472367049,1.36085735066955,1.56695518714391,"cuisine=Mexican","style=none"
"{cuisine=Mexican} => {price=$15-$30}",0.0313473032909162,0.652971845672576,1.14954579920019,1.24478098889602,"cuisine=Mexican","price=$15-$30"
"{atmosphere=Parking/Valet} => {price=$15-$30}",0.0308266837536669,0.575729244577412,1.01356151718756,1.01815655120559,"atmosphere=Parking/Valet","price=$15-$30"
"{atmosphere=Good Decor} => {style=none}",0.0311470650073588,0.573139277818718,1.14475421856563,1.16978251162474,"atmosphere=Good Decor","style=none"
"{atmosphere=Good Decor} => {price=$15-$30}",0.0392467035772569,0.722181282240236,1.27138783205141,1.55487741287464,"atmosphere=Good Decor","price=$15-$30"
"{atmosphere=Excellent Decor} => {style=none}",0.0344610086002343,0.595604775912788,1.18962546489382,1.2347678161488,"atmosphere=Excellent Decor","style=none"
"{atmosphere=Excellent Decor} => {price=$15-$30}",0.0436619577296983,0.754628828517044,1.32851118394485,1.76049226364988,"atmosphere=Excellent Decor","price=$15-$30"
"{atmosphere=Wheelchair Access} => {style=none}",0.0322683993952804,0.538333054952397,1.07523434442579,1.08158968941492,"atmosphere=Wheelchair Access","style=none"
"{atmosphere=Wheelchair Access} => {price=$15-$30}",0.0373043922267498,0.62234842158009,1.09563378330556,1.14384282709959,"atmosphere=Wheelchair Access","price=$15-$30"
"{cuisine=Seafood} => {style=none}",0.0384057027863157,0.572964899178491,1.14440592506743,1.16930483406769,"cuisine=Seafood","style=none"
"{cuisine=Seafood} => {price=$15-$30}",0.0458946145913637,0.684690067214339,1.20538518733472,1.36999822778211,"cuisine=Seafood","price=$15-$30"
"{atmosphere=Excellent Food} => {style=none}",0.0407585026181156,0.560357880247763,1.11922541718213,1.1357742701918,"atmosphere=Excellent Food","style=none"
"{atmosphere=Excellent Food} => {price=$15-$30}",0.0490784032999269,0.674741913282863,1.18787163198388,1.32809626188978,"atmosphere=Excellent Food","price=$15-$30"
"{atmosphere=Excellent Service} => {style=none}",0.0501697019453149,0.598471276722799,1.19535084268902,1.24358278439386,"atmosphere=Excellent Service","style=none"
"{atmosphere=Excellent Service} => {price=$15-$30}",0.0580991379741893,0.693061029499582,1.22012212368816,1.40736136703066,"atmosphere=Excellent Service","price=$15-$30"
"{cuisine=French} => {price=$30-$50}",0.050399975971406,0.528948197961542,2.12731527926704,1.59505622978429,"cuisine=French","price=$30-$50"
"{cuisine=Italian} => {style=none}",0.104394229132668,0.622507462686567,1.24335928731172,1.3227657724332,"cuisine=Italian","style=none"
"{cuisine=Italian} => {price=$15-$30}",0.114366095653828,0.681970149253731,1.20059681814774,1.35828145724311,"cuisine=Italian","price=$15-$30"
"{cuisine=American} => {price=$15-$30}",0.153192298835614,0.525861772691343,0.925770683320419,0.91107197065813,"cuisine=American","price=$15-$30"
"{cuisine=Fountain and Ice Cream,atmosphere=Credit cards are not accepted} => {price=below $15}",0.000500595708893583,1,6.2285482664006,NA,"cuisine=Fountain and Ice Cream,atmosphere=Credit cards are not accepted","price=below $15"
"{cuisine=American,atmosphere=Old World Cafe Charm} => {style=none}",0.00054064336560507,0.675,1.34820475133481,1.5364129467913,"cuisine=American,atmosphere=Old World Cafe Charm","style=none"
"{cuisine=French,atmosphere=Near-perfect Service} => {price=over $50}",0.000680810164095273,0.586206896551724,25.7366729821902,2.36162199684291,"cuisine=French,atmosphere=Near-perfect Service","price=over $50"
"{cuisine=American,atmosphere=Fabulous Views} => {style=none}",0.0006007148506723,0.517241379310345,1.03310708914545,1.03433514453628,"cuisine=American,atmosphere=Fabulous Views","style=none"
"{cuisine=American,atmosphere=Fabulous Views} => {price=$15-$30}",0.000871036533474835,0.75,1.32036221027584,1.7278961964738,"cuisine=American,atmosphere=Fabulous Views","price=$15-$30"
"{cuisine=American,atmosphere=Buffet Dining} => {style=none}",0.000500595708893583,0.561797752808989,1.1221013327797,1.13950626887021,"cuisine=American,atmosphere=Buffet Dining","style=none"
"{cuisine=American,atmosphere=Buffet Dining} => {price=$15-$30}",0.000630750593205915,0.707865168539326,1.24618455801316,1.47868039890547,"cuisine=American,atmosphere=Buffet Dining","price=$15-$30"
"{cuisine=French,atmosphere=An Out Of The Way Find} => {style=none}",0.000750893563340375,0.77319587628866,1.54433533944423,2.2016099157998,"cuisine=French,atmosphere=An Out Of The Way Find","style=none"
"{cuisine=American,atmosphere=An Out Of The Way Find} => {price=$30-$50}",0.000670798249917402,0.598214285714286,2.40588850700337,1.87003689946592,"cuisine=American,atmosphere=An Out Of The Way Find","price=$30-$50"
"{cuisine=American,atmosphere=An Out Of The Way Find} => {style=none}",0.00084100079094122,0.75,1.4980052792609,1.99733683082869,"cuisine=American,atmosphere=An Out Of The Way Find","style=none"
"{cuisine=Mexican,atmosphere=Authentic} => {style=none}",0.000620738679028043,0.794871794871795,1.58762952673805,2.43425426257246,"cuisine=Mexican,atmosphere=Authentic","style=none"
"{cuisine=French,atmosphere=Near-perfect Food} => {price=over $50}",0.000820976962585477,0.529032258064516,23.2264927330734,2.07492532552093,"cuisine=French,atmosphere=Near-perfect Food","price=over $50"
"{cuisine=American,atmosphere=Near-perfect Food} => {price=$30-$50}",0.000941119932719937,0.770491803278688,3.09875143157957,3.273757199639,"cuisine=American,atmosphere=Near-perfect Food","price=$30-$50"
"{cuisine=Fountain and Ice Cream,atmosphere=Cafe/Garden Dining} => {style=none}",0.000550655279782942,0.625,1.24833773271742,1.33155788721912,"cuisine=Fountain and Ice Cream,atmosphere=Cafe/Garden Dining","style=none"
"{cuisine=Fountain and Ice Cream,atmosphere=Cafe/Garden Dining} => {price=$15-$30}",0.000630750593205915,0.715909090909091,1.2603457461724,1.52054865289695,"cuisine=Fountain and Ice Cream,atmosphere=Cafe/Garden Dining","price=$15-$30"
"{cuisine=Seafood,atmosphere=Cafe/Garden Dining} => {style=none}",0.000500595708893583,0.806451612903226,1.61075836479667,2.57989340648705,"cuisine=Seafood,atmosphere=Cafe/Garden Dining","style=none"
"{cuisine=Seafood,atmosphere=Cafe/Garden Dining} => {price=$15-$30}",0.000560667193960813,0.903225806451613,1.59011362957951,4.46373184089066,"cuisine=Seafood,atmosphere=Cafe/Garden Dining","price=$15-$30"
"{cuisine=Italian,atmosphere=Cafe/Garden Dining} => {style=none}",0.000750893563340375,0.78125,1.56042216589677,2.28267066380421,"cuisine=Italian,atmosphere=Cafe/Garden Dining","style=none"
"{cuisine=Italian,atmosphere=Cafe/Garden Dining} => {price=$15-$30}",0.000800953134229733,0.833333333333333,1.46706912252872,2.59184429471071,"cuisine=Italian,atmosphere=Cafe/Garden Dining","price=$15-$30"
"{cuisine=American,atmosphere=Cafe/Garden Dining} => {style=none}",0.00133158458565693,0.836477987421384,1.67073125485702,3.05362073174771,"cuisine=American,atmosphere=Cafe/Garden Dining","style=none"
"{cuisine=American,atmosphere=Cafe/Garden Dining} => {price=$15-$30}",0.000991179503609295,0.622641509433962,1.09614975947429,1.14473123016389,"cuisine=American,atmosphere=Cafe/Garden Dining","price=$15-$30"
"{cuisine=French,atmosphere=Near-perfect Decor} => {price=$30-$50}",0.000931108018542065,0.543859649122807,2.18728591157782,1.64719939805291,"cuisine=French,atmosphere=Near-perfect Decor","price=$30-$50"
"{cuisine=American,atmosphere=Near-perfect Decor} => {price=$30-$50}",0.00167198966770457,0.830845771144279,3.3414820401716,4.44182871735011,"cuisine=American,atmosphere=Near-perfect Decor","price=$30-$50"
