"rules","support","confidence","lift","conviction"
"{atmosphere=An Historic Spot,price=$15-$30} => {cuisine=American}",0.00184464851425592,0.657142857142857,1.79831785224378,1.85085582334149
"{price=over $50} => {style=Power Brokers}",0.0175442114127602,0.648148148148148,3.88250549372337,2.36764224793849
"{atmosphere=Extraordinary Decor,price=over $50} => {style=Power Brokers}",0.000761920038497012,0.644067796610169,3.85806357051833,2.34049996467288
"{atmosphere=Extraordinary Decor,price=$15-$30} => {cuisine=American}",0.00467177286762642,0.638356164383562,1.74690674032734,1.75470746888219
"{atmosphere=People Keep Coming Back,price=$15-$30} => {cuisine=American}",0.00360909491919638,0.633802816901408,1.73444618327247,1.73288918844719
"{atmosphere=Pub Feel,price=$15-$30} => {cuisine=American}",0.00423066126639131,0.633633633633634,1.7339832013083,1.73208896254627
"{atmosphere=Romantic,price=over $50} => {cuisine=French}",0.0009624253117857,0.631578947368421,6.15943848671346,2.43596720879473
"{atmosphere=Need To Dress,price=over $50} => {style=Power Brokers}",0.000681717929181537,0.62962962962963,3.77157676533127,2.24926013554157
"{atmosphere=Classic Hotel Dining,price=over $50} => {cuisine=French}",0.0006416168745238,0.627450980392157,6.11918071882644,2.4089758823815
"{atmosphere=Credit cards are not accepted} => {cuisine=Fountain and Ice Cream}",0.000902273729799094,0.625,7.78114078881678,2.45247356672147
"{atmosphere=Good Out of Town Business,price=over $50} => {style=Power Brokers}",0.00152384007699402,0.622950819672131,3.73156968296035,2.2094181685674
"{atmosphere=Very Busy - Reservations a Must,price=over $50} => {style=Power Brokers}",0.000661667401852669,0.622641509433962,3.72971686782482,2.20760717006857
"{atmosphere=Near-perfect Decor,price=over $50} => {cuisine=French}",0.00104262742110117,0.619047619047619,6.03722740562787,2.35583670850543
"{atmosphere=People Keep Coming Back} => {cuisine=American}",0.00565424870674099,0.603854389721627,1.65249019659679,1.6018835573754
"{atmosphere=Fabulous Views,price=$15-$30} => {cuisine=American}",0.0006416168745238,0.60377358490566,1.65226906850946,1.60155687570774
"{atmosphere=Quiet for Conversation,price=over $50} => {style=Power Brokers}",0.0006416168745238,0.60377358490566,3.6166951445574,2.10248301911293
"{atmosphere=Fabulous Wine Lists,price=over $50} => {cuisine=French}",0.0009624253117857,0.6,5.85146656237779,2.24365400810041
"{price=over $50} => {cuisine=French}",0.0159602197537795,0.58962962962963,5.75033010327496,2.18695517035058
"{atmosphere=Focus on Dessert,price=below $15} => {cuisine=Fountain and Ice Cream}",0.00296747804467258,0.587301587301587,7.31180213806275,2.22844953899211
"{atmosphere=Relaxed Senior Scene,price=over $50} => {style=Power Brokers}",0.000681717929181537,0.586206896551724,3.51146802289463,2.01322666452794
"{atmosphere=Fabulous Views,price=$15-$30} => {style=Pizza}",0.000621566347194931,0.584905660377358,11.5257150950851,2.28683464147834
"{atmosphere=Pub Feel} => {cuisine=American}",0.00483217708625737,0.571090047393365,1.56282825918775,1.47951600464109
"{atmosphere=Health Conscious Menus,price=$30-$50} => {cuisine=American}",0.00306773068131692,0.566666666666667,1.55072336534065,1.46441339868777
"{atmosphere=Business Scene,price=over $50} => {style=Power Brokers}",0.000521313710550587,0.565217391304348,3.38573771005441,1.91603641175763
"{atmosphere=Near-perfect Decor,price=over $50} => {style=Power Brokers}",0.000942374784456831,0.55952380952381,3.35163229356119,1.89126978363855
"{atmosphere=Quiet for Conversation,price=$30-$50} => {cuisine=American}",0.00439106548502226,0.554430379746835,1.51723790175548,1.42419750042835
"{atmosphere=Hip Place To Be,price=$30-$50} => {style=Power Brokers}",0.00775955407627221,0.546610169491525,3.27427763550569,1.83740184142544
"{atmosphere=People Keep Coming Back,price=below $15} => {cuisine=American}",0.00188474956891366,0.540229885057471,1.47837724484808,1.38020962826322
"{atmosphere=Extraordinary Service,price=over $50} => {cuisine=French}",0.000741869511168144,0.536231884057971,5.2295715654101,1.93515158198661
"{atmosphere=Fabulous Views} => {cuisine=American}",0.00112282953041665,0.533333333333333,1.45950434385002,1.35981244163864
"{atmosphere=Near-perfect Service} => {cuisine=French}",0.00178449693226932,0.532934131736527,5.19741041967688,1.92148830437317
"{atmosphere=Classic Hotel Dining,price=$15-$30} => {cuisine=American}",0.00180454745959819,0.532544378698225,1.45734531375557,1.35751739954305
"{atmosphere=Classic Hotel Dining,price=$30-$50} => {cuisine=American}",0.00599510767133176,0.530141843971631,1.45077060774986,1.35057597977091
"{atmosphere=Tourist Appeal,price=$15-$30} => {style=Cab}",0.000541364237879456,0.529411764705882,5.54470440002965,1.92210370132735
"{atmosphere=An Historic Spot} => {cuisine=American}",0.00364919597385411,0.526011560693642,1.43946779577694,1.33880720880032
"{atmosphere=Great for People Watching,price=$30-$50} => {style=Power Brokers}",0.00571440028872759,0.525830258302583,3.14980282279402,1.75687994446394
"{atmosphere=Extraordinary Decor,price=over $50} => {cuisine=French}",0.000621566347194931,0.525423728813559,5.12416563372066,1.89107980682749
"{atmosphere=Place for Singles,price=$30-$50} => {cuisine=American}",0.0012832337490476,0.524590163934426,1.43557804313117,1.33480439673494
"{atmosphere=Near-perfect Food} => {style=Power Brokers}",0.00310783173597466,0.521885521885522,3.12617325468635,1.74238461203924
"{atmosphere=Singles Scene,price=$15-$30} => {cuisine=American}",0.00431086337570678,0.516826923076923,1.41433338609265,1.31335782091268
"{atmosphere=Singles Scene,price=$30-$50} => {style=Power Brokers}",0.00188474956891366,0.516483516483517,3.09381442482572,1.72291811729194
"{atmosphere=Good Out of Town Business,price=over $50} => {cuisine=French}",0.00126318322171873,0.516393442622951,5.03609827089891,1.85576806093729
"{atmosphere=Place for Singles} => {cuisine=American}",0.00751894774832578,0.515818431911967,1.41157357877517,1.31062225672331
"{atmosphere=Classic Hotel Dining} => {cuisine=American}",0.00816056462284958,0.514538558786346,1.40807111555063,1.30716692523493
"{atmosphere=Near-perfect Service} => {style=Power Brokers}",0.00170429482295384,0.508982035928144,3.04887942107618,1.69659639853406
"{atmosphere=Place for Singles,price=$15-$30} => {cuisine=American}",0.0057745518707142,0.504378283712785,1.38026680504205,1.28036992443573
"{atmosphere=Fabulous Views,price=$30-$50} => {cuisine=Fountain and Ice Cream}",0.000521313710550587,0.5,6.22491263105342,1.8393551750411
"{atmosphere=Need To Dress,price=$30-$50} => {cuisine=American}",0.00300757909933031,0.495049504950495,1.3547379429301,1.25671555063859
"{atmosphere=Focus on Dessert} => {cuisine=Fountain and Ice Cream}",0.00946384889922605,0.490644490644491,6.10843817433932,1.80557110039749
"{atmosphere=Classic Hotel Dining,price=over $50} => {style=Power Brokers}",0.000501263183221719,0.490196078431373,2.93634869273196,1.63407787624815
