"rules","support","confidence","lift","conviction"
"{style=Tacos} => {cuisine=Mexican}",0.00172204923859393,0.666666666666667,13.8868265554397,2.85597861455132
"{price=below $15,style=Tacos} => {cuisine=Mexican}",0.00172204923859393,0.666666666666667,13.8868265554397,2.85597861455132
"{price=below $15,style=Deli} => {cuisine=Jewish}",0.00141167989907991,0.665094339622642,116.954731929312,2.96893528651208
"{price=$30-$50,style=Brasserie} => {cuisine=French}",0.00156185861174798,0.661016949152542,6.93737878515342,2.66891400766913
"{price=over $50,style=High Tea} => {cuisine=American}",0.000790941220051862,0.642276422764228,2.20473627460267,1.98109204498808
"{price=below $15,style=Diners} => {cuisine=American}",0.00654779187232807,0.64180569185476,2.20312040100853,1.97848853834693
"{style=Coffee Houses} => {cuisine=Italian}",0.00148176329832501,0.637931034482759,3.80401132269686,2.2987345417237
"{style=Hamburgers} => {cuisine=American}",0.0212753176279773,0.633949880668258,2.17615383135809,1.93602814407009
"{price=$15-$30,style=Oyster Bars} => {cuisine=Seafood}",0.000610726764850172,0.628865979381443,9.3818913945628,2.51383646539382
"{style=Pastries} => {cuisine=Coffee and Dessert}",0.00121144161552247,0.626943005181347,68.0648851092589,2.65586506275802
"{price=over $50,style=Power Brokers} => {cuisine=French}",0.00524624302920475,0.598857142857143,6.28501106290998,2.25534768140469
"{style=Diners} => {cuisine=American}",0.00903074658844024,0.596166556510245,2.04645536759115,1.75489015234184
"{price=$30-$50,style=Southern} => {cuisine=American}",0.00141167989907991,0.594936708860759,2.04223368105721,1.74956197875472
"{price=$15-$30} => {style=none}",0.332555741332185,0.585458711553715,1.169360320929,1.20454637842878
"{price=$30-$50,style=High Tea} => {cuisine=American}",0.0112233557933941,0.577239958805355,1.98148621251118,1.67632525336088
"{price=$15-$30,style=Hamburgers} => {cuisine=American}",0.0162993962815751,0.576691462982643,1.97960339602603,1.67415317952213
"{price=$15-$30,style=Southern} => {cuisine=American}",0.00381453930176911,0.562776957163959,1.93183920192781,1.62087370457331
"{price=$15-$30,style=High Tea} => {cuisine=American}",0.00243289514522282,0.561200923787529,1.92642916688395,1.61505201716358
"{style=Southern Comfort} => {cuisine=American}",0.00150178712668075,0.557620817843866,1.91413977066581,1.60198165228387
"{price=$15-$30,style=Coffee Shops} => {cuisine=American}",0.00319380062274106,0.556719022687609,1.91104418685985,1.59872263741884
"{price=$15-$30,style=Pastries} => {cuisine=Coffee and Dessert}",0.000851012705119092,0.54140127388535,58.7779354749377,2.16047054327984
"{style=High Tea} => {cuisine=American}",0.0161592294830849,0.535323383084577,1.83759957472834,1.5251108133454
"{price=$30-$50,style=Steakhouses} => {cuisine=American}",0.00342407464883211,0.533541341653666,1.83148237776093,1.51928433632009
"{price=over $50} => {cuisine=French}",0.0119041659574894,0.522637362637363,5.48508378875511,1.8952396814456
"{price=$15-$30,style=Soulfood} => {cuisine=American}",0.00129153692894545,0.518072289156627,1.77838190580654,1.47051791632042
"{price=below $15,style=Coffee Houses} => {cuisine=Italian}",0.000881048447652707,0.511627906976744,3.05086011801458,1.70423422920895
"{style=Steakhouses} => {cuisine=American}",0.00819975771167689,0.507120743034056,1.74078863576948,1.43784369731639
"{style=Eclectic} => {cuisine=American}",0.0104123907449865,0.505590666018473,1.73553635469606,1.43339391968872
"{style=Deli} => {cuisine=Jewish}",0.00269320491384748,0.50374531835206,88.5820178562009,2.00363496712031
"{price=$15-$30,style=Diners} => {cuisine=American}",0.00248295471611217,0.502024291497976,1.72329409420591,1.42312831944811
"{style=Pastry Shops} => {cuisine=Wine and Beer}",0.000971155675253552,0.5,21.9518681318681,1.95444579049068
"{style=Pastry Shops} => {cuisine=Fountain and Ice Cream}",0.000971155675253552,0.5,8.96597845601436,1.88846727605851
"{price=below $15,style=Pastry Shops} => {cuisine=Wine and Beer}",0.000971155675253552,0.5,21.9518681318681,1.95444579049068
"{price=below $15,style=Pastry Shops} => {cuisine=Fountain and Ice Cream}",0.000971155675253552,0.5,8.96597845601436,1.88846727605851
"{style=Coffee Shops} => {cuisine=American}",0.00796948368558585,0.49874686716792,1.71204371033436,1.4138232496671
"{price=below $15,style=Southwestern} => {cuisine=Mexican}",0.00215256154824241,0.495391705069124,10.3191280279477,1.88659774538093
"{price=$15-$30,style=Eclectic} => {cuisine=American}",0.00725863777895696,0.490196078431373,1.68269149774217,1.3901096150573
