"s1","s2"
"occasion=Weekend Dining","style=Omelettes"
"occasion=After Hours Dining","style=Omelettes"
"occasion=Late Night Menu","style=Omelettes"
"occasion=Fine for Dining Alone","style=Omelettes"
"occasion=Special Brunch Menu","style=Omelettes"
"occasion=Open for Breakfast","style=Omelettes"
"occasion=Dancing","style=Grills"
"occasion=Entertainment","style=Grills"
"occasion=After Hours Dining","style=Southern"
"occasion=After Hours Dining","style=Soulfood"
"occasion=Late Night Menu","style=Southern"
"occasion=Late Night Menu","style=Soulfood"
"occasion=Special Brunch Menu","style=Caviar"
"occasion=Delivery Available","style=Pizza"
"occasion=Fine for Dining Alone","style=Grills"
"occasion=Delivery Available","style=Grills"
"occasion=Takeout Available","style=Grills"
"occasion=Pre-theater Dining","style=Continental"
"occasion=Fine for Dining Alone","style=High Tea"
"occasion=Open for Breakfast","style=High Tea"
"occasion=Prix Fixe Menus","style=Pizza"
"occasion=Dining Outdoors","style=Pizza"
"occasion=Dancing","style=High Tea"
"occasion=Entertainment","style=High Tea"
"occasion=Pre-theater Dining","style=Southern"
"occasion=Pre-theater Dining","style=Soulfood"
"occasion=Private Parties","style=Southern"
"occasion=Private Parties","style=Soulfood"
"occasion=Private Rooms Available","style=Southern"
"occasion=Private Rooms Available","style=Soulfood"
"occasion=Delivery Available","style=Southern"
"occasion=Delivery Available","style=Soulfood"
"occasion=Takeout Available","style=Southern"
"occasion=Takeout Available","style=Soulfood"
"occasion=Dancing","style=Southern"
"occasion=Dancing","style=Soulfood"
"occasion=Entertainment","style=Southern"
"occasion=Entertainment","style=Soulfood"
"occasion=Long Drive","style=Power Brokers"
"occasion=Pre-theater Dining","style=Power Brokers"
"occasion=Delivery Available","style=Noodle Shops"
"occasion=Takeout Available","style=Noodle Shops"
"occasion=Pre-theater Dining","style=Eclectic"
"occasion=After Hours Dining","style=Pancakes"
"occasion=Late Night Menu","style=Pancakes"
"occasion=Dining Outdoors","style=Southwestern"
"occasion=Menus in Braille","style=Traditional"
"occasion=Game","style=Traditional"
"occasion=Weekend Dining","style=Tacos"
"occasion=Dining Outdoors","style=Tacos"
"occasion=After Hours Dining","style=Tacos"
"occasion=Late Night Menu","style=Tacos"
"occasion=Delivery Available","style=Tacos"
"occasion=Takeout Available","style=Tacos"
"occasion=Weekend Dining","style=Southwestern"
"occasion=Private Parties","style=Southwestern"
"occasion=Private Rooms Available","style=Southwestern"
"occasion=After Hours Dining","style=Pizza"
"occasion=Private Rooms Available","style=Continental"
"occasion=Fine for Dining Alone","style=Noodle Shops"
"occasion=Menus in Braille","style=Coffee Shops"
"occasion=Prix Fixe Menus","style=Southern"
"occasion=Prix Fixe Menus","style=Soulfood"
"occasion=Special Brunch Menu","style=Southern"
"occasion=Special Brunch Menu","style=Soulfood"
"occasion=Prix Fixe Menus","style=Grills"
"occasion=Special Brunch Menu","style=Grills"
"occasion=Weekend Dining","style=Continental"
"occasion=After Hours Dining","style=Continental"
"occasion=Late Night Menu","style=Continental"
"occasion=Special Brunch Menu","style=Cab"
"occasion=Weekend Dining","style=Californian"
"occasion=Private Parties","style=Californian"
"occasion=Private Rooms Available","style=Californian"
"occasion=Delivery Available","style=Californian"
"occasion=Takeout Available","style=Californian"
"occasion=Special Brunch Menu","style=Californian"
"occasion=Open for Breakfast","style=Californian"
"occasion=Dancing","style=Steakhouses"
"occasion=Entertainment","style=Steakhouses"
"occasion=Pre-theater Dining","style=Steakhouses"
"occasion=Dancing","style=Pizza"
"occasion=Entertainment","style=Pizza"
"occasion=Dining Outdoors","style=Californian"
"occasion=Fine for Dining Alone","style=Tacos"
"occasion=Weekend Dining","style=Pizza"
"occasion=Private Parties","style=Pastries"
"occasion=Private Rooms Available","style=Pastries"
"occasion=After Hours Dining","style=Pastries"
"occasion=Late Night Menu","style=Pastries"
"occasion=Pre-theater Dining","style=Pizza"
"occasion=Open for Breakfast","style=Continental"
"occasion=Dancing","style=Omelettes"
"occasion=Entertainment","style=Omelettes"
"occasion=Dancing","style=Coffee Shops"
"occasion=Fine for Dining Alone","style=Pizza"
"occasion=Delivery Available","style=Diners"
"occasion=Takeout Available","style=Diners"
"occasion=Menus in Braille","style=Diners"
"occasion=Menus in Braille","style=Grills"
"occasion=Prix Fixe Menus","style=Southwestern"
"occasion=Dancing","style=Southwestern"
"occasion=Entertainment","style=Southwestern"
"occasion=Game","style=Grills"
"occasion=Game","style=Southwestern"
"occasion=Open for Breakfast","style=Grills"
"occasion=Weekend Dining","style=Deli"
"occasion=Private Parties","style=Deli"
"occasion=Private Rooms Available","style=Deli"
"occasion=After Hours Dining","style=Deli"
"occasion=Late Night Menu","style=Deli"
"occasion=Fine for Dining Alone","style=Deli"
"occasion=Weekend Dining","style=Middle Eastern"
"occasion=Private Parties","style=Coffee Shops"
"occasion=Private Rooms Available","style=Coffee Shops"
"occasion=Special Brunch Menu","style=Southwestern"
"occasion=Delivery Available","style=Southwestern"
"occasion=Takeout Available","style=Southwestern"
"occasion=Prix Fixe Menus","style=Noodle Shops"
"occasion=Dining Outdoors","style=Middle Eastern"
"occasion=Catering for Special Events","style=Middle Eastern"
"occasion=Catering for Special Events","style=Southern Comfort"
"occasion=Weekend Dining","style=Hamburgers"
"occasion=Dining Outdoors","style=Hamburgers"
"occasion=Catering for Special Events","style=Power Brokers"
"occasion=Fine for Dining Alone","style=Southwestern"
"occasion=Catering for Special Events","style=Southwestern"
"occasion=Delivery Available","style=Continental"
"occasion=Catering for Special Events","style=Continental"
"occasion=Takeout Available","style=Health Food"
"occasion=Fine for Dining Alone","style=Health Food"
"occasion=Takeout Available","style=Hamburgers"
"occasion=Entertainment","style=Hamburgers"
"occasion=Dancing","style=Hamburgers"
"occasion=Weekend Dining","style=Southern Comfort"
"occasion=Private Parties","style=Southern Comfort"
"occasion=Private Rooms Available","style=Southern Comfort"
"occasion=Early Dining","style=Continental"
"occasion=Catering for Special Events","style=Southern"
"occasion=Catering for Special Events","style=Soulfood"
"occasion=Dining Outdoors","style=Health Food"
"occasion=Catering for Special Events","style=Health Food"
"occasion=Takeout Available","style=Southern Comfort"
"occasion=Delivery Available","style=Southern Comfort"
"occasion=Fine for Dining Alone","style=Southern Comfort"
"occasion=Fine for Dining Alone","style=Southern"
"occasion=Fine for Dining Alone","style=Soulfood"
"occasion=Dining After the Theater","style=Eclectic"
"occasion=Entertainment","style=Health Food"
"occasion=Catering for Special Events","style=Traditional"
"occasion=Catering for Special Events","style=Coffee Shops"
"occasion=Catering for Special Events","style=Diners"
"occasion=Catering for Special Events","style=Deli"
"occasion=Dining Outdoors","style=Southern"
"occasion=Dining Outdoors","style=Soulfood"
"occasion=Dining Outdoors","style=Deli"
"occasion=After Hours Dining","style=Hamburgers"
"occasion=Late Night Menu","style=Hamburgers"
"occasion=Catering for Special Events","style=Pizza"
"occasion=Dining Outdoors","style=Southern Comfort"
"occasion=Dining After the Theater","style=Cab"
"occasion=Dining After the Theater","style=Continental"
"occasion=Pre-theater Dining","style=Cab"
"occasion=Early Dining","style=Cab"
"occasion=Takeout Available","style=Cafeterias"
"occasion=Private Parties","style=Cafeterias"
"occasion=Private Rooms Available","style=Cafeterias"
"occasion=Dining Outdoors","style=Cafeterias"
"occasion=Fine for Dining Alone","style=Cafeterias"
"occasion=Delivery Available","style=Cafeterias"
"occasion=Catering for Special Events","style=Cafeterias"
"occasion=Prix Fixe Menus","style=Hamburgers"
"occasion=Private Parties","style=Hamburgers"
"occasion=Private Rooms Available","style=Hamburgers"
"occasion=Catering for Special Events","style=Hamburgers"
"occasion=Weekend Lunch","style=Noodle Houses"
"occasion=Weekend Brunch","style=Noodle Houses"
"occasion=Weekend Jazz Brunch","style=Noodle Houses"
"occasion=Weekend Brunch","style=Californian"
"occasion=Parties and Occasions","style=Californian"
"occasion=Weekend Lunch","style=Power Brokers"
"occasion=Weekend Brunch","style=Power Brokers"
"occasion=Weekend Jazz Brunch","style=Power Brokers"
"occasion=Weekend Lunch","style=Pastry Shops"
"occasion=Weekend Jazz Brunch","style=Pastry Shops"
"occasion=Open for Breakfast","style=Pastry Shops"
"occasion=Weekend Lunch","style=Californian"
"occasion=Weekend Lunch","style=Fast Food"
"occasion=Weekend Brunch","style=Fast Food"
"occasion=Weekend Jazz Brunch","style=Fast Food"
"occasion=Weekend Lunch","style=Traditional"
"occasion=Weekend Brunch","style=Traditional"
"occasion=Picnics","style=Traditional"
"occasion=Weekend Brunch","style=Health Food"
"occasion=Weekend Lunch","style=Brasserie"
"occasion=Private Rooms Available","style=Brasserie"
"occasion=Pre-theater Dining","style=Brasserie"
"occasion=Weekend Lunch","style=Cab"
"occasion=Weekend Brunch","style=Cab"
"occasion=Weekend Jazz Brunch","style=Cab"
"occasion=Margaritas","style=Traditional"
"occasion=Weekend Jazz Brunch","style=Health Food"
"occasion=Open for Breakfast","style=Health Food"
"occasion=Weekend Brunch","style=Brasserie"
"occasion=Picnics","style=Brasserie"
"occasion=Weekend Lunch","style=Central"
"occasion=Weekend Brunch","style=Central"
"occasion=Weekend Jazz Brunch","style=Central"
"occasion=Private Rooms Available","style=Central"
"occasion=Dining Outdoors","style=Central"
"occasion=Entertainment","style=Central"
"occasion=Open for Breakfast","style=Central"
"occasion=Weekend Jazz Brunch","style=Brasserie"
"occasion=Weekend Jazz Brunch","style=Californian"
"occasion=Weekend Lunch","style=Continental"
"occasion=Weekend Lunch","style=Eclectic"
"occasion=Weekend Brunch","style=Continental"
"occasion=Weekend Brunch","style=Eclectic"
"occasion=Parties and Occasions","style=Power Brokers"
"occasion=Weekend Lunch","style=Pizzerias"
"occasion=Weekend Brunch","style=Pizzerias"
"occasion=Weekend Jazz Brunch","style=Pizzerias"
"occasion=Private Rooms Available","style=Pizzerias"
"occasion=Dining Outdoors","style=Pizzerias"
"occasion=Late Night Menu","style=Pizzerias"
"occasion=Weekend Lunch","style=Coffee Shops"
"occasion=Weekend Lunch","style=Diners"
"occasion=Weekend Brunch","style=Coffee Shops"
"occasion=Weekend Brunch","style=Diners"
"occasion=Weekend Jazz Brunch","style=Coffee Shops"
"occasion=Weekend Jazz Brunch","style=Diners"
"occasion=Weekend Lunch","style=High Tea"
"occasion=Weekend Brunch","style=High Tea"
"occasion=Parties and Occasions","style=High Tea"
"occasion=Parties and Occasions","style=Continental"
"occasion=Picnics","style=Californian"
"occasion=Weekend Brunch","style=Cafe/Espresso Bars"
"occasion=Weekend Brunch","style=Pastry Shops"
"occasion=Weekend Jazz Brunch","style=High Tea"
"occasion=Late Night Menu","style=High Tea"
"occasion=After Hours Dining","style=High Tea"
"occasion=Entertainment","style=Californian"
"occasion=Weekend Jazz Brunch","style=Continental"
"occasion=Late Night Menu","style=Power Brokers"
"occasion=Weekend Lunch","style=Steakhouses"
"occasion=Weekend Brunch","style=Steakhouses"
"occasion=Parties and Occasions","style=Steakhouses"
"occasion=Weekend Lunch","style=Health Food"
"occasion=Weekend Brunch","style=Hamburgers"
"occasion=Weekend Jazz Brunch","style=Hamburgers"
"occasion=Weekend Lunch","style=Hamburgers"
"occasion=Weekend Brunch","style=Soul Food"
"occasion=Weekend Brunch","style=Southern"
"occasion=Weekend Lunch","style=Middle Eastern"
"occasion=Weekend Brunch","style=Middle Eastern"
"occasion=Weekend Jazz Brunch","style=Middle Eastern"
"occasion=Weekend Lunch","style=Soul Food"
"occasion=Weekend Lunch","style=Southern"
"occasion=Weekend Jazz Brunch","style=Soul Food"
"occasion=Weekend Jazz Brunch","style=Southern"
"occasion=Private Rooms Available","style=Soul Food"
"occasion=Entertainment","style=Soul Food"
"occasion=Dining Outdoors","style=Brasserie"
"occasion=Weekend Jazz Brunch","style=Eclectic"
"occasion=After Hours Dining","style=Fast Food"
"occasion=Parties and Occasions","style=Brasserie"
"occasion=Parties and Occasions","style=Franco-Russian"
"occasion=Entertainment","style=Franco-Russian"
"occasion=Picnics","style=Coffee Shops"
"occasion=Picnics","style=Diners"
"occasion=Picnics","style=Continental"
"occasion=Open for Breakfast","style=Brasserie"
"occasion=Picnics","style=Power Brokers"
"occasion=Weekend Lunch","style=Southwestern"
"occasion=Weekend Brunch","style=Southwestern"
"occasion=Open for Breakfast","style=Southwestern"
"occasion=Weekend Lunch","style=Cafeterias"
"occasion=Weekend Brunch","style=Cafeterias"
"occasion=Weekend Jazz Brunch","style=Cafeterias"
"occasion=Open for Breakfast","style=Cafeterias"
"occasion=Dancing","style=Central"
"occasion=Picnics","style=Eclectic"
"occasion=Weekend Lunch","style=Cafe/Espresso Bars"
"occasion=Private Rooms Available","style=Cafe/Espresso Bars"
"occasion=Dining Outdoors","style=Cafe/Espresso Bars"
"occasion=Weekend Jazz Brunch","style=Cafe/Espresso Bars"
"occasion=Picnics","style=Cafe/Espresso Bars"
"occasion=Picnics","style=Pastry Shops"
"occasion=Late Night Menu","style=Cafe/Espresso Bars"
"occasion=Late Night Menu","style=Pastry Shops"
"occasion=Open for Breakfast","style=Cafe/Espresso Bars"
"occasion=Weekend Jazz Brunch","style=Steakhouses"
"occasion=Picnics","style=Steakhouses"
"occasion=Weekend Lunch","style=Kosher"
"occasion=Weekend Brunch","style=Kosher"
"occasion=Parties and Occasions","style=Eclectic"
"occasion=Entertainment","style=Brasserie"
"occasion=Private Rooms Available","style=Pizza"
"occasion=Catering for Special Events","style=Californian"
"occasion=Catering for Special Events","style=Eclectic"
"occasion=Takeout Available","style=Coffee Houses"
"occasion=Weekend Dining","style=Coffee Houses"
"occasion=Dining Outdoors","style=Coffee Houses"
"occasion=Private Parties","style=Coffee Houses"
"occasion=Private Rooms Available","style=Coffee Houses"
"occasion=Catering for Special Events","style=Coffee Houses"
"occasion=Open for Breakfast","style=Coffee Houses"
"occasion=Delivery Available","style=Hamburgers"
"occasion=Special Brunch Menu","style=Hamburgers"
"occasion=Open for Breakfast","style=Hamburgers"
"occasion=Catering for Special Events","style=Steakhouses"
"occasion=Special Brunch Menu","style=Coffee Houses"
"occasion=Special Brunch Menu","style=Pizza"
"occasion=Open for Breakfast","style=Pizza"
"occasion=Open for Breakfast","style=Middle Eastern"
"occasion=Short Drive","style=Pizza"
"occasion=Prix Fixe Menus","style=Californian"
"occasion=Dancing","style=Californian"
"occasion=Game","style=Californian"
"occasion=After Hours Dining","style=Power Brokers"
"occasion=Weekend Lunch","style=Deli"
"occasion=Weekend Lunch","style=Pizza"
"occasion=Dining After the Theater","style=Hamburgers"
"occasion=Weekend Dining","style=Bakeries"
"occasion=Weekend Lunch","style=Bakeries"
"occasion=Fine for Dining Alone","style=Bakeries"
"occasion=Delivery Available","style=Bakeries"
"occasion=Takeout Available","style=Bakeries"
"occasion=Catering for Special Events","style=High Tea"
"occasion=Catering for Special Events","style=Bakeries"
"occasion=Open for Breakfast","style=Bakeries"
"occasion=Dancing","style=Bakeries"
"occasion=Entertainment","style=Bakeries"
"occasion=Prix Fixe Menus","style=Deli"
"occasion=Dancing","style=Deli"
"occasion=Entertainment","style=Deli"
"occasion=Open for Breakfast","style=Deli"
"occasion=Dining After the Theater","style=Pizza"
"occasion=Dining After the Theater","style=Southern"
"occasion=Private Parties","style=Bakeries"
"occasion=Private Rooms Available","style=Bakeries"
"occasion=Dining Outdoors","style=Bakeries"
"occasion=Pre-theater Dining","style=Hamburgers"
"occasion=Special Brunch Menu","style=Steakhouses"
"occasion=Weekend Dining","style=Southeast Asian"
"occasion=Weekend Lunch","style=Southeast Asian"
"occasion=Dining After the Theater","style=Traditional"
"occasion=Catering for Special Events","style=Southeast Asian"
"occasion=Open for Breakfast","style=Southern"
"occasion=Pre-theater Dining","style=Diners"
"occasion=Private Parties","style=Southeast Asian"
"occasion=Private Rooms Available","style=Southeast Asian"
"occasion=Dining Outdoors","style=Southeast Asian"
"occasion=Dining After the Theater","style=Southwestern"
"occasion=Catering for Special Events","style=Cab"
"occasion=Takeout Available","style=Carry in Wine and Beer"
"occasion=Weekend Dining","style=Carry in Wine and Beer"
"occasion=Weekend Dining","style=Health Food"
"occasion=Private Parties","style=Carry in Wine and Beer"
"occasion=Private Parties","style=Health Food"
"occasion=Fine for Dining Alone","style=Carry in Wine and Beer"
"occasion=Delivery Available","style=Carry in Wine and Beer"
"occasion=Delivery Available","style=Health Food"
"occasion=Open for Breakfast","style=Carry in Wine and Beer"
"occasion=Late Night Menu","style=Carry in Wine and Beer"
"occasion=Happy Hour","style=Power Brokers"
"occasion=Game","style=Steakhouses"
"occasion=Fine for Dining Alone","style=Californian"
"occasion=Dining After the Theater","style=Steakhouses"
"occasion=Early Dining","style=Steakhouses"
"occasion=Early Dining","style=Eclectic"
"occasion=Early Dining","style=Power Brokers"
"occasion=Dining After the Theater","style=Power Brokers"
"occasion=Open for Breakfast","style=Cab"
"occasion=Happy Hour","style=Continental"
"occasion=Happy Hour","style=Steakhouses"
"occasion=Dining Outdoors","style=Carry in Wine and Beer"
"occasion=Weekend Dining","style=International"
"occasion=Private Rooms Available","style=International"
"occasion=Private Parties","style=International"
"occasion=Late Night Menu","style=International"
"occasion=Takeout Available","style=International"
"occasion=Pre-theater Dining","style=International"
"occasion=Early Dining","style=International"
"occasion=Dining Outdoors","style=International"
"occasion=Entertainment","style=International"
"occasion=Dancing","style=International"
"occasion=Dining After the Theater","style=Grills"
"occasion=Happy Hour","style=Grills"
"occasion=Happy Hour","style=Eclectic"
"occasion=Catering for Special Events","style=Grills"
"occasion=Dining After the Theater","style=Diners"
"occasion=Fine for Dining Alone","style=N"
"occasion=Fine for Dining Alone","style=A"
"occasion=Game","style=Deli"
"occasion=Happy Hour","style=Traditional"
"occasion=Short Drive","style=Carry in Wine and Beer"
"occasion=Weekend Brunch","style=Pizza"
"occasion=Long Drive","style=Steakhouses"
"occasion=Great Place to Meet for a Drink","style=Cab"
"occasion=Short Drive","style=Middle Eastern"
"occasion=Long Drive","style=Continental"
"occasion=Long Drive","style=Coffee Shops"
"occasion=Long Drive","style=Diners"
"occasion=See the Game","style=Cab"
"occasion=Short Drive","style=Traditional"
"occasion=Short Drive","style=Continental"
"occasion=See the Game","style=Traditional"
"occasion=Long Drive","style=Hamburgers"
"occasion=Weekend Brunch","style=Deli"
"occasion=Long Drive","style=Pizza"
"occasion=Short Drive","style=Power Brokers"
"occasion=Long Drive","style=Traditional"
"occasion=Great Place to Meet for a Drink","style=Steakhouses"
"occasion=Short Drive","style=Coffeehouses"
"occasion=Weekend Brunch","style=Carry in Wine and Beer"
"occasion=Weekend Brunch","style=Coffeehouses"
"occasion=Dining Outdoors","style=Coffeehouses"
"occasion=Long Drive","style=Carry in Wine and Beer"
"occasion=Short Drive","style=Health Food"
"occasion=Short Drive","style=Eclectic"
"occasion=Long Drive","style=Eclectic"
"occasion=Catering for Special Events","style=Carry in Wine and Beer"
"occasion=Weekend Brunch","style=Bakeries"
"occasion=Great Place to Meet for a Drink","style=Power Brokers"
"occasion=After Hours Dining","style=Carry in Wine and Beer"
"occasion=See the Game","style=Eclectic"
"occasion=Long Drive","style=Health Food"
"occasion=Short Drive","style=Deli"
"occasion=Short Drive","style=Coffee Shops"
"occasion=Short Drive","style=Diners"
"occasion=Margaritas","style=Cab"
"occasion=Short Drive","style=Southwestern"
"occasion=Short Drive","style=Southern"
"occasion=Short Drive","style=Soulfood"
"occasion=Weekend Brunch","style=Soulfood"
"occasion=Open for Breakfast","style=Soulfood"
"occasion=Dancing","style=Health Food"
"occasion=Fine for Dining Alone","style=Hamburgers"
"occasion=Walk","style=Cab"
"occasion=Walk","style=Continental"
"occasion=Long Drive","style=Californian"
"occasion=See the Game","style=Power Brokers"
"occasion=Walk","style=Power Brokers"
