"s1","s2"
"atmosphere=Classic Hotel Dining","price=below $15"
"atmosphere=Creative","price=below $15"
"atmosphere=Extraordinary Decor","price=below $15"
"atmosphere=Near-perfect Food","price=below $15"
"atmosphere=Excellent Food","price=$30-$50"
"atmosphere=Good Decor","price=$30-$50"
"atmosphere=Quiet for Conversation","price=$15-$30"
"atmosphere=Quiet for Conversation","price=$30-$50"
"atmosphere=Good for Younger Kids","price=$30-$50"
"atmosphere=An Historic Spot","price=$30-$50"
"atmosphere=Old World Cafe Charm","price=$15-$30"
"atmosphere=Pub Feel","price=$30-$50"
"atmosphere=Fabulous Wine Lists","price=over $50"
"atmosphere=Good Out of Town Business","price=over $50"
"atmosphere=Relaxed Senior Scene","price=over $50"
"atmosphere=Quiet for Conversation","price=over $50"
"atmosphere=Near-perfect Food","price=over $50"
"atmosphere=Extraordinary Service","price=over $50"
"atmosphere=Extraordinary Decor","price=over $50"
"atmosphere=Good Service","price=$30-$50"
"atmosphere=People Keep Coming Back","price=$30-$50"
"atmosphere=Good Food","price=$30-$50"
"atmosphere=Fair Decor","price=$30-$50"
"atmosphere=People Keep Coming Back","price=$15-$30"
"atmosphere=Extraordinary Food","price=over $50"
"atmosphere=Little Known But Well Liked","price=$15-$30"
"atmosphere=Romantic","price=over $50"
"atmosphere=Great for People Watching","price=over $50"
"atmosphere=Hip Place To Be","price=over $50"
"atmosphere=Near-perfect Service","price=over $50"
"atmosphere=Near-perfect Decor","price=over $50"
"atmosphere=Pub Feel","price=$15-$30"
"atmosphere=Old World Cafe Charm","price=$30-$50"
"atmosphere=Creative","price=$30-$50"
"atmosphere=Place for Singles","price=$30-$50"
"atmosphere=Warm spots by the fire","price=$30-$50"
"atmosphere=Wheelchair Access","price=over $50"
"atmosphere=Warm spots by the fire","price=$15-$30"
"atmosphere=Quirky","price=$30-$50"
"atmosphere=Little Known But Well Liked","price=$30-$50"
"atmosphere=Old World Cafe Charm","price=over $50"
"atmosphere=Classic Hotel Dining","price=over $50"
"atmosphere=Authentic","price=$30-$50"
"atmosphere=Excellent Service","price=over $50"
"atmosphere=Authentic","price=$15-$30"
"atmosphere=Health Conscious Menus","price=$30-$50"
"atmosphere=Excellent Decor","price=over $50"
"atmosphere=Pub Feel","price=over $50"
"atmosphere=Fair Service","price=below $15"
"atmosphere=Fabulous Wine Lists","price=$15-$30"
"atmosphere=For the Young and Young at Heart","price=$30-$50"
"atmosphere=Warm spots by the fire","price=below $15"
"atmosphere=Little Known But Well Liked","price=below $15"
"atmosphere=People Keep Coming Back","price=below $15"
"atmosphere=Health Conscious Menus","price=below $15"
"atmosphere=Creative","price=over $50"
"atmosphere=Fair Food","price=$15-$30"
"atmosphere=Romantic","price=below $15"
"atmosphere=Fair Food","price=$30-$50"
"atmosphere=Health Conscious Menus","price=over $50"
"atmosphere=Warm spots by the fire","price=over $50"
"atmosphere=Fair Service","price=$30-$50"
"atmosphere=Excellent Food","price=over $50"
"atmosphere=Up and Coming","price=over $50"
"atmosphere=Poor Decor","price=$15-$30"
"atmosphere=Good Decor","price=over $50"
"atmosphere=Pub Feel","price=below $15"
"atmosphere=Parking/Valet","price=below $15"
"atmosphere=No Smoking Allowed","price=below $15"
"atmosphere=Singles Scene","price=below $15"
"atmosphere=An Out Of The Way Find","price=$15-$30"
"atmosphere=Parking/Valet","price=$15-$30"
"atmosphere=Quiet for Conversation","price=below $15"
"atmosphere=Business Scene","price=$15-$30"
"atmosphere=Very Busy - Reservations a Must","price=below $15"
"atmosphere=Singles Scene","price=$15-$30"
"atmosphere=Parking/Valet","price=$30-$50"
"atmosphere=Business Scene","price=$30-$50"
"atmosphere=No Smoking Allowed","price=$30-$50"
"atmosphere=No Smoking Allowed","price=$15-$30"
"atmosphere=Great for People Watching","price=below $15"
"atmosphere=Business Scene","price=below $15"
"atmosphere=Very Busy - Reservations a Must","price=over $50"
"atmosphere=Parking/Valet","price=over $50"
"atmosphere=Need To Dress","price=over $50"
"atmosphere=Business Scene","price=over $50"
"atmosphere=Near-perfect Decor","price=$15-$30"
"atmosphere=An Out Of The Way Find","price=below $15"
"atmosphere=Extraordinary Service","price=below $15"
"atmosphere=On the Beach","price=$15-$30"
"atmosphere=Focus on Dessert","price=$15-$30"
"atmosphere=On the Beach","price=$30-$50"
"atmosphere=On the Beach","price=below $15"
"atmosphere=Singles Scene","price=$30-$50"
"atmosphere=Focus on Dessert","price=$30-$50"
"atmosphere=Little Known But Well Liked","price=over $50"
"atmosphere=Authentic","price=over $50"
"atmosphere=Focus on Dessert","price=over $50"
"atmosphere=An Out Of The Way Find","price=$30-$50"
"atmosphere=No Reservations","price=$30-$50"
"atmosphere=Buffet Dining","price=$15-$30"
"atmosphere=Buffet Dining","price=$30-$50"
"atmosphere=Fair Service","price=$15-$30"
"atmosphere=An Out Of The Way Find","price=over $50"
"atmosphere=No Smoking Allowed","price=over $50"
"atmosphere=Fabulous Views","price=$15-$30"
"atmosphere=Fabulous Views","price=$30-$50"
"atmosphere=Buffet Dining","price=below $15"
"atmosphere=Cafe/Garden Dining","price=$15-$30"
"atmosphere=Cafe/Garden Dining","price=below $15"
"atmosphere=Cafe/Garden Dining","price=$30-$50"
"atmosphere=Near-perfect Service","price=$15-$30"
"atmosphere=Tourist Appeal","price=$15-$30"
"atmosphere=No Liquor Served","price=below $15"
"atmosphere=Tourist Appeal","price=below $15"
"atmosphere=No Liquor Served","price=$15-$30"
