"s1","s2"
"atmosphere=Good Out of Town Business","occasion=Game"
"atmosphere=Good Out of Town Business","occasion=Dancing"
"atmosphere=Good Out of Town Business","occasion=Open for Breakfast"
"atmosphere=Relaxed Senior Scene","occasion=Private Rooms Available"
"atmosphere=Relaxed Senior Scene","occasion=Game"
"atmosphere=Relaxed Senior Scene","occasion=Fine for Dining Alone"
"atmosphere=Relaxed Senior Scene","occasion=Dancing"
"atmosphere=Relaxed Senior Scene","occasion=Open for Breakfast"
"atmosphere=Romantic","occasion=Open on Mondays"
"atmosphere=Romantic","occasion=Open on Sundays"
"atmosphere=Romantic","occasion=Private Rooms Available"
"atmosphere=Romantic","occasion=Game"
"atmosphere=Romantic","occasion=Fine for Dining Alone"
"atmosphere=Romantic","occasion=Dancing"
"atmosphere=Romantic","occasion=Open for Breakfast"
"atmosphere=Very Busy - Reservations a Must","occasion=Private Rooms Available"
"atmosphere=Very Busy - Reservations a Must","occasion=Game"
"atmosphere=Very Busy - Reservations a Must","occasion=Fine for Dining Alone"
"atmosphere=Very Busy - Reservations a Must","occasion=Dancing"
"atmosphere=Very Busy - Reservations a Must","occasion=Open for Breakfast"
"atmosphere=Great for People Watching","occasion=Open on Mondays"
"atmosphere=Great for People Watching","occasion=Open on Sundays"
"atmosphere=Great for People Watching","occasion=Private Rooms Available"
"atmosphere=Great for People Watching","occasion=Game"
"atmosphere=Great for People Watching","occasion=Fine for Dining Alone"
"atmosphere=Great for People Watching","occasion=Dancing"
"atmosphere=Great for People Watching","occasion=Open for Breakfast"
"atmosphere=Need To Dress","occasion=Open on Mondays"
"atmosphere=Need To Dress","occasion=Open on Sundays"
"atmosphere=Need To Dress","occasion=Private Rooms Available"
"atmosphere=Need To Dress","occasion=Game"
"atmosphere=Need To Dress","occasion=Fine for Dining Alone"
"atmosphere=Need To Dress","occasion=Dancing"
"atmosphere=Need To Dress","occasion=Open for Breakfast"
"atmosphere=Hip Place To Be","occasion=Open on Mondays"
"atmosphere=Hip Place To Be","occasion=Open on Sundays"
"atmosphere=Hip Place To Be","occasion=Private Rooms Available"
"atmosphere=Hip Place To Be","occasion=Game"
"atmosphere=Hip Place To Be","occasion=Fine for Dining Alone"
"atmosphere=Hip Place To Be","occasion=Dancing"
"atmosphere=Hip Place To Be","occasion=Open for Breakfast"
"atmosphere=Classic Hotel Dining","occasion=Open on Mondays"
"atmosphere=Classic Hotel Dining","occasion=Open on Sundays"
"atmosphere=Classic Hotel Dining","occasion=Private Rooms Available"
"atmosphere=Classic Hotel Dining","occasion=Game"
"atmosphere=Classic Hotel Dining","occasion=Fine for Dining Alone"
"atmosphere=Classic Hotel Dining","occasion=Dancing"
"atmosphere=Classic Hotel Dining","occasion=Open for Breakfast"
"atmosphere=Near-perfect Food","occasion=Open on Mondays"
"atmosphere=Near-perfect Food","occasion=Open on Sundays"
"atmosphere=Near-perfect Food","occasion=Private Rooms Available"
"atmosphere=Near-perfect Food","occasion=Game"
"atmosphere=Near-perfect Food","occasion=Fine for Dining Alone"
"atmosphere=Near-perfect Food","occasion=Dancing"
"atmosphere=Near-perfect Food","occasion=Open for Breakfast"
"atmosphere=Near-perfect Service","occasion=Open on Mondays"
"atmosphere=Near-perfect Service","occasion=Open on Sundays"
"atmosphere=Near-perfect Service","occasion=Private Rooms Available"
"atmosphere=Near-perfect Service","occasion=Game"
"atmosphere=Near-perfect Service","occasion=Fine for Dining Alone"
"atmosphere=Near-perfect Service","occasion=Dancing"
"atmosphere=Near-perfect Service","occasion=Open for Breakfast"
"atmosphere=Near-perfect Decor","occasion=Open on Mondays"
"atmosphere=Near-perfect Decor","occasion=Open on Sundays"
"atmosphere=Near-perfect Decor","occasion=Private Rooms Available"
"atmosphere=Near-perfect Decor","occasion=Game"
"atmosphere=Near-perfect Decor","occasion=Fine for Dining Alone"
"atmosphere=Near-perfect Decor","occasion=Dancing"
"atmosphere=Near-perfect Decor","occasion=Open for Breakfast"
"atmosphere=Up and Coming","occasion=Takeout Available"
"atmosphere=Credit cards are not accepted","occasion=Takeout Available"
"atmosphere=Good Food","occasion=Takeout Available"
"atmosphere=No Reservations","occasion=Private Parties"
"atmosphere=An Historic Spot","occasion=Takeout Available"
"atmosphere=An Historic Spot","occasion=Open on Mondays"
"atmosphere=An Historic Spot","occasion=Open on Sundays"
"atmosphere=An Historic Spot","occasion=Private Parties"
"atmosphere=Excellent Food","occasion=Private Parties"
"atmosphere=Excellent Service","occasion=Private Parties"
"atmosphere=Good Decor","occasion=Private Parties"
"atmosphere=For the Young and Young at Heart","occasion=Fine for Dining Alone"
"atmosphere=Relaxed Senior Scene","occasion=Takeout Available"
"atmosphere=No Reservations","occasion=Fine for Dining Alone"
"atmosphere=An Historic Spot","occasion=Fine for Dining Alone"
"atmosphere=Good Food","occasion=Open on Mondays"
"atmosphere=Good Food","occasion=Open on Sundays"
"atmosphere=Good Food","occasion=Fine for Dining Alone"
"atmosphere=Good Decor","occasion=Fine for Dining Alone"
"atmosphere=Credit cards are not accepted","occasion=Open on Mondays"
"atmosphere=Credit cards are not accepted","occasion=Open on Sundays"
"atmosphere=Credit cards are not accepted","occasion=Fine for Dining Alone"
"atmosphere=Excellent Food","occasion=Fine for Dining Alone"
"atmosphere=Good Service","occasion=Fine for Dining Alone"
"atmosphere=Place for Singles","occasion=Open on Mondays"
"atmosphere=Place for Singles","occasion=Open on Sundays"
"atmosphere=Place for Singles","occasion=Dining Outdoors"
"atmosphere=Focus on Dessert","occasion=Open on Mondays"
"atmosphere=Focus on Dessert","occasion=Open on Sundays"
"atmosphere=Focus on Dessert","occasion=Dining Outdoors"
"atmosphere=Excellent Food","occasion=Dining Outdoors"
"atmosphere=Good Service","occasion=Dining Outdoors"
"atmosphere=Good Decor","occasion=Dining Outdoors"
"atmosphere=Wheelchair Access","occasion=Special Brunch Menu"
"atmosphere=Good Out of Town Business","occasion=Special Brunch Menu"
"atmosphere=Relaxed Senior Scene","occasion=Special Brunch Menu"
"atmosphere=Romantic","occasion=Special Brunch Menu"
"atmosphere=Extraordinary Food","occasion=Private Rooms Available"
"atmosphere=Extraordinary Food","occasion=Game"
"atmosphere=Extraordinary Food","occasion=Special Brunch Menu"
"atmosphere=Extraordinary Service","occasion=Private Rooms Available"
"atmosphere=Extraordinary Service","occasion=Game"
"atmosphere=Extraordinary Service","occasion=Special Brunch Menu"
"atmosphere=Extraordinary Decor","occasion=Open on Mondays"
"atmosphere=Extraordinary Decor","occasion=Open on Sundays"
"atmosphere=Extraordinary Decor","occasion=Private Rooms Available"
"atmosphere=Extraordinary Decor","occasion=Game"
"atmosphere=Extraordinary Decor","occasion=Special Brunch Menu"
"atmosphere=Wheelchair Access","occasion=Private Parties"
"atmosphere=Extraordinary Food","occasion=Takeout Available"
"atmosphere=Extraordinary Food","occasion=Private Parties"
"atmosphere=Extraordinary Decor","occasion=Takeout Available"
"atmosphere=Extraordinary Decor","occasion=Private Parties"
"atmosphere=For the Young and Young at Heart","occasion=Private Parties"
"atmosphere=Place for Singles","occasion=Takeout Available"
"atmosphere=Place for Singles","occasion=Private Parties"
"atmosphere=Up and Coming","occasion=Private Parties"
"atmosphere=Good for Younger Kids","occasion=Dining Outdoors"
"atmosphere=Good for Younger Kids","occasion=Entertainment"
"atmosphere=Good for Younger Kids","occasion=Dancing"
"atmosphere=Wheelchair Access","occasion=Dining Outdoors"
"atmosphere=Wheelchair Access","occasion=Entertainment"
"atmosphere=For the Young and Young at Heart","occasion=Dining Outdoors"
"atmosphere=For the Young and Young at Heart","occasion=Entertainment"
"atmosphere=For the Young and Young at Heart","occasion=Dancing"
"atmosphere=Place for Singles","occasion=Entertainment"
"atmosphere=Place for Singles","occasion=Dancing"
"atmosphere=No Reservations","occasion=Dining Outdoors"
"atmosphere=No Reservations","occasion=Entertainment"
"atmosphere=No Reservations","occasion=Dancing"
"atmosphere=Good Food","occasion=Dining Outdoors"
"atmosphere=Good Food","occasion=Entertainment"
"atmosphere=Good Food","occasion=Dancing"
"atmosphere=Good Service","occasion=Entertainment"
"atmosphere=Good Service","occasion=Dancing"
"atmosphere=Excellent Decor","occasion=Takeout Available"
"atmosphere=Excellent Decor","occasion=Dining Outdoors"
"atmosphere=Excellent Decor","occasion=Entertainment"
"atmosphere=Excellent Decor","occasion=Dancing"
"atmosphere=Authentic","occasion=Takeout Available"
"atmosphere=Authentic","occasion=Open on Mondays"
"atmosphere=Authentic","occasion=Open on Sundays"
"atmosphere=Quirky","occasion=Open on Mondays"
"atmosphere=Quirky","occasion=Open on Sundays"
"atmosphere=Wheelchair Access","occasion=Other Quick Food"
"atmosphere=For the Young and Young at Heart","occasion=Other Quick Food"
"atmosphere=An Historic Spot","occasion=Other Quick Food"
"atmosphere=Focus on Dessert","occasion=Takeout Available"
"atmosphere=Focus on Dessert","occasion=Other Quick Food"
"atmosphere=Credit cards are not accepted","occasion=Other Quick Food"
"atmosphere=Extraordinary Food","occasion=Other Quick Food"
"atmosphere=Good Service","occasion=Other Quick Food"
"atmosphere=Excellent Decor","occasion=Other Quick Food"
"atmosphere=Fabulous Wine Lists","occasion=Private Parties"
"atmosphere=Fabulous Wine Lists","occasion=Entertainment"
"atmosphere=Good Out of Town Business","occasion=Private Parties"
"atmosphere=Good Out of Town Business","occasion=Entertainment"
"atmosphere=Romantic","occasion=Private Parties"
"atmosphere=Romantic","occasion=Entertainment"
"atmosphere=Very Busy - Reservations a Must","occasion=Private Parties"
"atmosphere=Very Busy - Reservations a Must","occasion=Entertainment"
"atmosphere=Need To Dress","occasion=Private Parties"
"atmosphere=Need To Dress","occasion=Entertainment"
"atmosphere=Classic Hotel Dining","occasion=Private Parties"
"atmosphere=Classic Hotel Dining","occasion=Entertainment"
"atmosphere=Extraordinary Food","occasion=Entertainment"
"atmosphere=Extraordinary Service","occasion=Private Parties"
"atmosphere=Extraordinary Service","occasion=Entertainment"
"atmosphere=Near-perfect Decor","occasion=Private Parties"
"atmosphere=Near-perfect Decor","occasion=Entertainment"
"atmosphere=Good for Younger Kids","occasion=Open for Breakfast"
"atmosphere=For the Young and Young at Heart","occasion=Open for Breakfast"
"atmosphere=Place for Singles","occasion=Open for Breakfast"
"atmosphere=No Reservations","occasion=Open for Breakfast"
"atmosphere=Good Food","occasion=Open for Breakfast"
"atmosphere=Good Service","occasion=Open for Breakfast"
"atmosphere=Excellent Decor","occasion=Open for Breakfast"
"atmosphere=No Reservations","occasion=Special Brunch Menu"
"atmosphere=An Historic Spot","occasion=Special Brunch Menu"
"atmosphere=Good Food","occasion=Special Brunch Menu"
"atmosphere=Good Service","occasion=Special Brunch Menu"
"atmosphere=Good Decor","occasion=Special Brunch Menu"
"atmosphere=Up and Coming","occasion=Private Rooms Available"
"atmosphere=Excellent Service","occasion=Private Rooms Available"
"atmosphere=Good for Younger Kids","occasion=Private Parties"
"atmosphere=Good for Younger Kids","occasion=Special Brunch Menu"
"atmosphere=For the Young and Young at Heart","occasion=Special Brunch Menu"
"atmosphere=Excellent Food","occasion=Special Brunch Menu"
"atmosphere=Excellent Service","occasion=Special Brunch Menu"
"atmosphere=Wheelchair Access","occasion=Late Night Menu"
"atmosphere=Quirky","occasion=Takeout Available"
"atmosphere=Quirky","occasion=Late Night Menu"
"atmosphere=Quirky","occasion=Open for Breakfast"
"atmosphere=Quirky","occasion=Other Quick Food"
"atmosphere=No Reservations","occasion=Late Night Menu"
"atmosphere=No Reservations","occasion=Other Quick Food"
"atmosphere=Good Food","occasion=Late Night Menu"
"atmosphere=Good Food","occasion=Other Quick Food"
"atmosphere=Good Service","occasion=Late Night Menu"
"atmosphere=Poor Decor","occasion=Takeout Available"
"atmosphere=Poor Decor","occasion=Open on Mondays"
"atmosphere=Poor Decor","occasion=Open on Sundays"
"atmosphere=Poor Decor","occasion=Late Night Menu"
"atmosphere=Poor Decor","occasion=Open for Breakfast"
"atmosphere=Poor Decor","occasion=Other Quick Food"
"atmosphere=Place for Singles","occasion=Private Rooms Available"
"atmosphere=Excellent Decor","occasion=Private Rooms Available"
"atmosphere=Extraordinary Food","occasion=Dancing"
"atmosphere=Excellent Service","occasion=Entertainment"
"atmosphere=Excellent Service","occasion=Dancing"
"atmosphere=Excellent Decor","occasion=Private Parties"
"atmosphere=Wheelchair Access","occasion=Margaritas"
"atmosphere=For the Young and Young at Heart","occasion=Margaritas"
"atmosphere=No Reservations","occasion=Margaritas"
"atmosphere=Credit cards are not accepted","occasion=Margaritas"
"atmosphere=Good Food","occasion=Margaritas"
"atmosphere=Good Service","occasion=Margaritas"
"atmosphere=Good Decor","occasion=Margaritas"
"atmosphere=Romantic","occasion=Dining Outdoors"
"atmosphere=Very Busy - Reservations a Must","occasion=Dining Outdoors"
"atmosphere=Very Busy - Reservations a Must","occasion=Special Brunch Menu"
"atmosphere=Up and Coming","occasion=Dining Outdoors"
"atmosphere=Up and Coming","occasion=Special Brunch Menu"
"atmosphere=Excellent Service","occasion=Dining Outdoors"
"atmosphere=Excellent Decor","occasion=Special Brunch Menu"
"atmosphere=Fair Decor","occasion=Private Parties"
"atmosphere=Health Conscious Menus","occasion=Open on Mondays"
"atmosphere=Health Conscious Menus","occasion=Open on Sundays"
"atmosphere=Health Conscious Menus","occasion=Special Brunch Menu"
"atmosphere=Classic Hotel Dining","occasion=Dining Outdoors"
"atmosphere=Classic Hotel Dining","occasion=Special Brunch Menu"
"atmosphere=Excellent Food","occasion=Game"
"atmosphere=Excellent Service","occasion=Game"
"atmosphere=Excellent Decor","occasion=Game"
"atmosphere=Credit cards are not accepted","occasion=Private Parties"
"atmosphere=Wheelchair Access","occasion=Weekend Jazz Brunch"
"atmosphere=For the Young and Young at Heart","occasion=Weekend Jazz Brunch"
"atmosphere=No Reservations","occasion=Weekend Jazz Brunch"
"atmosphere=Good Food","occasion=Private Rooms Available"
"atmosphere=Good Food","occasion=Weekend Jazz Brunch"
"atmosphere=Excellent Service","occasion=Weekend Jazz Brunch"
"atmosphere=Excellent Decor","occasion=Weekend Jazz Brunch"
"atmosphere=Place for Singles","occasion=Fine for Dining Alone"
"atmosphere=Good Decor","occasion=Entertainment"
"atmosphere=Good Decor","occasion=Dancing"
"atmosphere=Good Food","occasion=Private Parties"
"atmosphere=Focus on Dessert","occasion=Open for Breakfast"
"atmosphere=Credit cards are not accepted","occasion=Dining Outdoors"
"atmosphere=Credit cards are not accepted","occasion=Open for Breakfast"
"atmosphere=Excellent Food","occasion=Open for Breakfast"
"atmosphere=Good Decor","occasion=Open for Breakfast"
"atmosphere=Creative","occasion=Open on Mondays"
"atmosphere=Creative","occasion=Open on Sundays"
"atmosphere=For the Young and Young at Heart","occasion=Late Night Menu"
"atmosphere=Excellent Food","occasion=Late Night Menu"
"atmosphere=Excellent Service","occasion=Late Night Menu"
"atmosphere=Good Decor","occasion=Late Night Menu"
"atmosphere=Extraordinary Service","occasion=Takeout Available"
"atmosphere=Focus on Dessert","occasion=Entertainment"
"atmosphere=Good for Younger Kids","occasion=Fine for Dining Alone"
"atmosphere=Good Service","occasion=Private Parties"
"atmosphere=Good Out of Town Business","occasion=Dining Outdoors"
"atmosphere=Need To Dress","occasion=Dining Outdoors"
"atmosphere=Near-perfect Food","occasion=Dining Outdoors"
"atmosphere=Extraordinary Service","occasion=Dining Outdoors"
"atmosphere=Extraordinary Decor","occasion=Dining Outdoors"
"atmosphere=Relaxed Senior Scene","occasion=Entertainment"
"atmosphere=Great for People Watching","occasion=Entertainment"
"atmosphere=Extraordinary Food","occasion=Open for Breakfast"
"atmosphere=Extraordinary Service","occasion=Fine for Dining Alone"
"atmosphere=Extraordinary Service","occasion=Open for Breakfast"
"atmosphere=Extraordinary Decor","occasion=Entertainment"
"atmosphere=Extraordinary Decor","occasion=Fine for Dining Alone"
"atmosphere=Extraordinary Decor","occasion=Open for Breakfast"
"atmosphere=Focus on Dessert","occasion=Late Night Menu"
"atmosphere=Focus on Dessert","occasion=Fine for Dining Alone"
"atmosphere=Excellent Decor","occasion=Late Night Menu"
"atmosphere=Place for Singles","occasion=Special Brunch Menu"
"atmosphere=An Historic Spot","occasion=Private Rooms Available"
"atmosphere=Credit cards are not accepted","occasion=Late Night Menu"
"atmosphere=Fair Decor","occasion=Late Night Menu"
"atmosphere=Good for Younger Kids","occasion=Late Night Menu"
"atmosphere=Place for Singles","occasion=Late Night Menu"
"atmosphere=An Historic Spot","occasion=Dining Outdoors"
"atmosphere=An Historic Spot","occasion=Late Night Menu"
"atmosphere=Extraordinary Decor","occasion=Late Night Menu"
"atmosphere=Good for Younger Kids","occasion=Game"
"atmosphere=No Reservations","occasion=Game"
"atmosphere=An Historic Spot","occasion=Game"
"atmosphere=An Historic Spot","occasion=Entertainment"
"atmosphere=Good Food","occasion=Game"
"atmosphere=Health Conscious Menus","occasion=Takeout Available"
"atmosphere=Health Conscious Menus","occasion=Private Rooms Available"
"atmosphere=Health Conscious Menus","occasion=Fine for Dining Alone"
"atmosphere=Very Busy - Reservations a Must","occasion=Takeout Available"
"atmosphere=Great for People Watching","occasion=Takeout Available"
"atmosphere=Great for People Watching","occasion=Private Parties"
"atmosphere=Hip Place To Be","occasion=Takeout Available"
"atmosphere=Hip Place To Be","occasion=Private Parties"
"atmosphere=Up and Coming","occasion=Entertainment"
"atmosphere=Up and Coming","occasion=Dancing"
"atmosphere=Fair Food","occasion=Takeout Available"
"atmosphere=Fair Food","occasion=Open on Mondays"
"atmosphere=Fair Food","occasion=Open on Sundays"
"atmosphere=Fair Food","occasion=Private Rooms Available"
"atmosphere=Fair Food","occasion=Entertainment"
"atmosphere=Fair Food","occasion=Dancing"
"atmosphere=For the Young and Young at Heart","occasion=Game"
"atmosphere=Place for Singles","occasion=Game"
"atmosphere=Quirky","occasion=Private Parties"
"atmosphere=Quirky","occasion=Dancing"
"atmosphere=Up and Coming","occasion=Late Night Menu"
"atmosphere=Classic Hotel Dining","occasion=Takeout Available"
"atmosphere=Creative","occasion=Takeout Available"
"atmosphere=Creative","occasion=Private Parties"
"atmosphere=Extraordinary Food","occasion=Dining Outdoors"
"atmosphere=Fair Decor","occasion=Private Rooms Available"
"atmosphere=Fair Decor","occasion=Fine for Dining Alone"
"atmosphere=Quirky","occasion=Entertainment"
"atmosphere=Excellent Food","occasion=Entertainment"
"atmosphere=Excellent Food","occasion=Dancing"
"atmosphere=Classic Hotel Dining","occasion=Late Night Menu"
"atmosphere=Health Conscious Menus","occasion=Late Night Menu"
"atmosphere=Health Conscious Menus","occasion=Open for Breakfast"
"atmosphere=Health Conscious Menus","occasion=Private Parties"
"atmosphere=Health Conscious Menus","occasion=Entertainment"
"atmosphere=Great for People Watching","occasion=Dining Outdoors"
"atmosphere=Great for People Watching","occasion=Special Brunch Menu"
"atmosphere=Relaxed Senior Scene","occasion=Private Parties"
"atmosphere=Good Service","occasion=Game"
"atmosphere=Good Decor","occasion=Game"
"atmosphere=Hip Place To Be","occasion=Late Night Menu"
"atmosphere=Romantic","occasion=Late Night Menu"
"atmosphere=An Historic Spot","occasion=Open for Breakfast"
"atmosphere=Extraordinary Food","occasion=Late Night Menu"
"atmosphere=Excellent Service","occasion=Open for Breakfast"
"atmosphere=Quirky","occasion=Private Rooms Available"
"atmosphere=Classic Hotel Dining","occasion=Weekend Jazz Brunch"
"atmosphere=Extraordinary Food","occasion=Weekend Jazz Brunch"
"atmosphere=Extraordinary Decor","occasion=Weekend Jazz Brunch"
"atmosphere=Creative","occasion=Private Rooms Available"
"atmosphere=Creative","occasion=Game"
"atmosphere=Near-perfect Food","occasion=Takeout Available"
"atmosphere=No Reservations","occasion=Short Drive"
"atmosphere=Extraordinary Food","occasion=Short Drive"
"atmosphere=Excellent Service","occasion=Short Drive"
"atmosphere=Good Decor","occasion=Short Drive"
"atmosphere=Good for Younger Kids","occasion=Weekend Dining"
"atmosphere=Good for Younger Kids","occasion=Delivery Available"
"atmosphere=For the Young and Young at Heart","occasion=Weekend Dining"
"atmosphere=For the Young and Young at Heart","occasion=Delivery Available"
"atmosphere=Quiet for Conversation","occasion=Weekend Dining"
"atmosphere=Quiet for Conversation","occasion=Private Parties"
"atmosphere=Quiet for Conversation","occasion=Private Rooms Available"
"atmosphere=Quiet for Conversation","occasion=Dining Outdoors"
"atmosphere=Quiet for Conversation","occasion=Delivery Available"
"atmosphere=Quiet for Conversation","occasion=Takeout Available"
"atmosphere=Quiet for Conversation","occasion=Special Brunch Menu"
"atmosphere=Health Conscious Menus","occasion=Weekend Dining"
"atmosphere=Health Conscious Menus","occasion=Dining Outdoors"
"atmosphere=Health Conscious Menus","occasion=Delivery Available"
"atmosphere=Excellent Food","occasion=Weekend Dining"
"atmosphere=Excellent Food","occasion=Delivery Available"
"atmosphere=Excellent Service","occasion=Weekend Dining"
"atmosphere=Excellent Service","occasion=Delivery Available"
"atmosphere=Excellent Decor","occasion=Weekend Dining"
"atmosphere=Excellent Decor","occasion=Delivery Available"
"atmosphere=Quiet for Conversation","occasion=Prix Fixe Menus"
"atmosphere=Quiet for Conversation","occasion=Game"
"atmosphere=Classic Hotel Dining","occasion=Prix Fixe Menus"
"atmosphere=Excellent Food","occasion=Prix Fixe Menus"
"atmosphere=Extraordinary Service","occasion=Prix Fixe Menus"
"atmosphere=Extraordinary Decor","occasion=Prix Fixe Menus"
"atmosphere=Excellent Service","occasion=Prix Fixe Menus"
"atmosphere=Good Decor","occasion=Prix Fixe Menus"
"atmosphere=Good for Younger Kids","occasion=Menus in Braille"
"atmosphere=Relaxed Senior Scene","occasion=Menus in Braille"
"atmosphere=An Historic Spot","occasion=Dancing"
"atmosphere=An Historic Spot","occasion=Menus in Braille"
"atmosphere=Classic Hotel Dining","occasion=Menus in Braille"
"atmosphere=Extraordinary Food","occasion=Menus in Braille"
"atmosphere=Excellent Service","occasion=Menus in Braille"
"atmosphere=Good Decor","occasion=Menus in Braille"
"atmosphere=Quiet for Conversation","occasion=Pre-theater Dining"
"atmosphere=Quiet for Conversation","occasion=After Hours Dining"
"atmosphere=Quiet for Conversation","occasion=Late Night Menu"
"atmosphere=Quiet for Conversation","occasion=Open for Breakfast"
"atmosphere=Classic Hotel Dining","occasion=Pre-theater Dining"
"atmosphere=Classic Hotel Dining","occasion=After Hours Dining"
"atmosphere=Old World Cafe Charm","occasion=Prix Fixe Menus"
"atmosphere=Old World Cafe Charm","occasion=Pre-theater Dining"
"atmosphere=Old World Cafe Charm","occasion=After Hours Dining"
"atmosphere=Old World Cafe Charm","occasion=Late Night Menu"
"atmosphere=Old World Cafe Charm","occasion=Open for Breakfast"
"atmosphere=Excellent Food","occasion=Pre-theater Dining"
"atmosphere=Excellent Food","occasion=After Hours Dining"
"atmosphere=Excellent Service","occasion=Pre-theater Dining"
"atmosphere=Excellent Service","occasion=After Hours Dining"
"atmosphere=Good Decor","occasion=Pre-theater Dining"
"atmosphere=Good Decor","occasion=After Hours Dining"
"atmosphere=Good Service","occasion=Weekend Dining"
"atmosphere=Good Service","occasion=Delivery Available"
"atmosphere=Good Decor","occasion=Weekend Dining"
"atmosphere=Good Decor","occasion=Delivery Available"
"atmosphere=Pub Feel","occasion=Prix Fixe Menus"
"atmosphere=Pub Feel","occasion=Delivery Available"
"atmosphere=Pub Feel","occasion=Takeout Available"
"atmosphere=An Historic Spot","occasion=Prix Fixe Menus"
"atmosphere=An Historic Spot","occasion=Delivery Available"
"atmosphere=Extraordinary Food","occasion=Prix Fixe Menus"
"atmosphere=Extraordinary Food","occasion=Delivery Available"
"atmosphere=Excellent Decor","occasion=Prix Fixe Menus"
"atmosphere=Wheelchair Access","occasion=Prix Fixe Menus"
"atmosphere=Relaxed Senior Scene","occasion=Prix Fixe Menus"
"atmosphere=Fabulous Wine Lists","occasion=Prix Fixe Menus"
"atmosphere=Good Out of Town Business","occasion=Prix Fixe Menus"
